,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,-2円,137分,100%,25件
1,700-749,1547円,121分,101.7%,39件
2,750-799,4円,147分,100%,52件
3,800-849,3061円,130分,103.1%,50件
4,850-899,410円,133分,100.4%,54件
5,900-949,1072円,133分,101.1%,61件
6,950-999,1230円,129分,101.3%,79件
7,1000-1049,1453円,125分,101.6%,82件
8,1050-1099,1073円,125分,101.1%,101件
9,1100-1149,2290円,126分,102.4%,116件
10,1150-1199,1859円,120分,102.1%,122件
11,1200-1249,2933円,110分,103.6%,130件
12,1250-1299,2930円,114分,103.4%,135件
13,1300-1349,3122円,106分,103.9%,127件
14,1350-1399,2567円,107分,103.2%,135件
15,1400-1449,1318円,106分,101.7%,154件
16,1450-1499,2209円,103分,102.9%,138件
17,1500-1549,3053円,98分,104.2%,173件
18,1550-1599,3154円,95分,104.4%,152件
19,1600-1649,3767円,95分,105.3%,166件
20,1650-1699,4391円,94分,106.3%,161件
21,1700-1749,4036円,88分,106.1%,139件
22,1750-1799,3226円,85分,105.1%,165件
23,1800-1849,3990円,80分,106.7%,173件
24,1850-1899,3660円,78分,106.2%,155件
25,1900-1949,5067円,76分,108.9%,147件
26,1950-1999,4427円,73分,108.1%,119件
27,2000-2049,3086円,72分,105.7%,123件
28,2050-2099,5033円,68分,109.9%,123件
29,2100-2149,5303円,65分,110.9%,109件
30,2150-2199,5549円,58分,112.7%,132件
31,2200-2249,5490円,56分,113.1%,104件
32,2250-2299,6216円,50分,116.5%,103件
33,2300-2349,5637円,50分,114.9%,111件
34,2350-2399,6424円,46分,118.8%,98件
35,2400-2449,6589円,45分,119.7%,82件
36,2450-2499,6516円,44分,119.7%,95件
37,2500-2549,7077円,42分,122.3%,94件
38,2550-2599,6745円,41分,121.9%,80件
39,2600-2649,8518円,38分,130.2%,75件
40,2650-2699,8693円,37分,131.7%,66件
41,2700-2749,9697円,33分,139.7%,68件
42,2750-2799,10377円,33分,142.3%,93件
43,2800-2849,10797円,29分,149.9%,76件
44,2850-2899,12240円,26分,163.1%,61件
45,2900-2949,13459円,23分,179.4%,60件
