,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,150-199,-2365円,161分,98%,3958件
1,200-249,-2397円,160分,98%,5030件
2,250-299,-2378円,160分,98%,4444件
3,300-349,-1919円,156分,98.4%,4200件
4,350-399,-1755円,155分,98.5%,3705件
5,400-449,-1693円,152分,98.5%,3363件
6,450-499,-1481円,151分,98.7%,3154件
7,500-549,-1132円,147分,99%,3037件
8,550-599,-1389円,147分,98.7%,2669件
9,600-649,-989円,144分,99.1%,2600件
10,650-699,-406円,141分,99.6%,2447件
11,700-749,-158円,139分,99.8%,2316件
12,750-799,-366円,136分,99.6%,4201件
13,800-849,-242円,136分,99.8%,2416件
14,850-899,-320円,134分,99.7%,2444件
15,900-949,-47円,131分,100%,2042件
16,950-999,370円,129分,100.4%,1885件
17,1000-1049,427円,126分,100.5%,1837件
18,1050-1099,149円,125分,100.2%,1777件
19,1100-1149,327円,122分,100.4%,1672件
20,1150-1199,964円,118分,101.1%,1710件
21,1200-1249,1628円,117分,101.9%,1539件
22,1250-1299,1070円,115分,101.2%,1573件
23,1300-1349,1696円,111分,102%,1592件
24,1350-1399,1203円,109分,101.5%,1507件
25,1400-1449,1626円,107分,102%,1543件
26,1450-1499,2302円,103分,103%,1458件
27,1500-1549,2334円,100分,103.1%,1454件
28,1550-1599,2544円,98分,103.5%,1335件
29,1600-1649,2655円,94分,103.8%,1347件
30,1650-1699,2962円,93分,104.2%,1269件
31,1700-1749,2544円,90分,103.8%,1261件
32,1750-1799,3079円,86分,104.8%,1192件
33,1800-1849,3346円,83分,105.4%,1204件
34,1850-1899,3309円,80分,105.5%,1177件
35,1900-1949,3540円,77分,106.2%,1119件
36,1950-1999,3543円,72分,106.6%,1143件
37,2000-2049,4042円,70分,107.7%,1100件
38,2050-2099,3998円,67分,107.9%,1087件
39,2100-2149,4615円,64分,109.6%,1076件
40,2150-2199,4602円,61分,110%,988件
41,2200-2249,4461円,58分,110.3%,970件
42,2250-2299,4965円,55分,112%,960件
43,2300-2349,5438円,50分,114.4%,968件
44,2350-2399,5617円,48分,115.5%,885件
45,2400-2449,5799円,46分,116.9%,938件
46,2450-2499,6462円,44分,119.6%,844件
47,2500-2549,6847円,43分,121.2%,826件
48,2550-2599,7329円,41分,123.8%,786件
49,2600-2649,7901円,40分,126.6%,700件
50,2650-2699,8608円,37分,131.2%,584件
51,2700-2749,9279円,34分,136.1%,514件
52,2750-2799,9954円,31分,142.5%,397件
53,2800-2849,10998円,29分,151.4%,300件
54,2850-2899,11915円,25分,163.2%,266件
55,2900-2949,12982円,23分,176.2%,182件
