,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1000-1049,7551円,123分,108.2%,514件
1,1050-1099,7593円,122分,108.3%,433件
2,1100-1149,7914円,121分,108.7%,401件
3,1150-1199,7763円,118分,108.8%,360件
4,1200-1249,8650円,117分,109.9%,388件
5,1250-1299,8253円,112分,109.8%,675件
6,1300-1349,8174円,108分,110.1%,372件
7,1350-1399,9071円,106分,111.4%,401件
8,1400-1449,8909円,104分,111.4%,373件
9,1450-1499,8647円,102分,111.3%,308件
10,1500-1549,8108円,99分,110.9%,319件
11,1550-1599,9274円,96分,112.9%,310件
12,1600-1649,9626円,94分,113.6%,286件
13,1650-1699,9293円,90分,113.8%,243件
14,1700-1749,10256円,87分,115.8%,252件
15,1750-1799,9213円,87分,114.2%,236件
16,1800-1849,10152円,83分,116.3%,264件
17,1850-1899,9781円,78分,116.8%,252件
18,1900-1949,9070円,78分,115.5%,235件
19,1950-1999,10928円,73分,120.1%,232件
20,2000-2049,10781円,72分,120%,219件
21,2050-2099,10012円,68分,119.5%,186件
22,2100-2149,11314円,66分,122.7%,221件
23,2150-2199,11297円,63分,124%,191件
24,2200-2249,10901円,56分,126.1%,201件
25,2250-2299,10681円,51分,127.8%,176件
26,2300-2349,10990円,46分,132%,187件
27,2350-2399,11669円,40分,138.9%,176件
28,2400-2449,11415円,38分,140%,172件
29,2450-2499,11371円,37分,141.1%,207件
30,2500-2549,11924円,35分,145.1%,186件
31,2550-2599,11789円,36分,143.7%,173件
32,2600-2649,12877円,33分,152.4%,180件
33,2650-2699,12199円,33分,149.3%,151件
34,2700-2749,13273円,30分,158.8%,166件
35,2750-2799,13301円,30分,159%,142件
36,2800-2849,13921円,28分,167.4%,155件
37,2850-2899,15003円,26分,177.8%,134件
38,2900-2949,15307円,22分,193.2%,131件
