,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,2307円,141分,102.2%,256件
1,550-599,1350円,146分,101.2%,410件
2,600-649,1073円,144分,101%,491件
3,650-699,2394円,136分,102.3%,535件
4,700-749,1523円,137分,101.5%,520件
5,750-799,1505円,134分,101.5%,542件
6,800-849,2171円,133分,102.2%,550件
7,850-899,1764円,134分,101.8%,570件
8,900-949,2479円,129分,102.6%,565件
9,950-999,2267円,128分,102.4%,548件
10,1000-1049,3331円,123分,103.6%,525件
11,1050-1099,2231円,126分,102.4%,640件
12,1100-1149,2683円,118分,103%,617件
13,1150-1199,2784円,118分,103.1%,666件
14,1200-1249,3618円,116分,104.2%,554件
15,1250-1299,3187円,111分,103.8%,571件
16,1300-1349,3516円,112分,104.2%,508件
17,1350-1399,3505円,108分,104.3%,487件
18,1400-1449,3767円,107分,104.7%,413件
19,1450-1499,3526円,102分,104.6%,400件
20,1500-1549,4230円,100分,105.7%,416件
21,1550-1599,4440円,97分,106.1%,346件
22,1600-1649,4249円,96分,105.9%,366件
23,1650-1699,4777円,92分,106.9%,393件
24,1700-1749,4985円,87分,107.6%,373件
25,1750-1799,5033円,87分,107.7%,374件
26,1800-1849,5331円,83分,108.6%,286件
27,1850-1899,5479円,80分,109.2%,307件
28,1900-1949,5957円,76分,110.4%,292件
29,1950-1999,6427円,73分,111.8%,302件
30,2000-2049,5464円,70分,110.5%,292件
31,2050-2099,6301円,67分,112.6%,267件
32,2100-2149,6264円,62分,113.4%,273件
33,2150-2199,6343円,57分,114.8%,273件
34,2200-2249,6331円,55分,115.5%,246件
35,2250-2299,6984円,49分,119%,243件
36,2300-2349,7194円,49分,119.6%,235件
37,2350-2399,6747円,46分,119.7%,220件
38,2400-2449,7692円,42分,124.2%,204件
39,2450-2499,7761円,43分,123.9%,208件
40,2500-2549,8360円,42分,126.4%,195件
41,2550-2599,8667円,41分,128.4%,188件
42,2600-2649,8742円,38分,130.4%,192件
43,2650-2699,9393円,37分,134.1%,192件
44,2700-2749,9935円,34分,139.1%,176件
45,2750-2799,10737円,32分,145.2%,154件
46,2800-2849,11424円,29分,152.6%,187件
47,2850-2899,12357円,26分,163.6%,162件
48,2900-2949,13110円,22分,180.4%,156件
