,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,4728円,138分,104.6%,7406件
1,650-699,5024円,137分,104.9%,2369件
2,700-749,5274円,134分,105.3%,1246件
3,750-799,5110円,132分,105.2%,854件
4,800-849,5603円,130分,105.7%,716件
5,850-899,5523円,131分,105.6%,600件
6,900-949,6097円,126分,106.4%,567件
7,950-999,6464円,122分,107.1%,566件
8,1000-1049,5840円,122分,106.4%,562件
9,1050-1099,6477円,120分,107.2%,498件
10,1100-1149,6275円,118分,107.1%,507件
11,1150-1199,6527円,118分,107.4%,545件
12,1200-1249,7300円,116分,108.4%,524件
13,1250-1299,6570円,111分,107.9%,477件
14,1300-1349,6773円,108分,108.4%,575件
15,1350-1399,6593円,104分,108.4%,506件
16,1400-1449,7520円,101分,109.9%,526件
17,1450-1499,8559円,98分,111.6%,518件
18,1500-1549,8075円,98分,111%,495件
19,1550-1599,8249円,97分,111.3%,500件
20,1600-1649,8220円,91分,112.1%,484件
21,1650-1699,7639円,87分,111.7%,420件
22,1700-1749,8674円,87分,113.2%,424件
23,1750-1799,7771円,83分,112.5%,424件
24,1800-1849,8511円,81分,114.1%,409件
25,1850-1899,8180円,79分,113.7%,422件
26,1900-1949,8863円,76分,115.6%,374件
27,1950-1999,9438円,73分,117.3%,358件
28,2000-2049,9936円,70分,118.9%,371件
29,2050-2099,9980円,67分,119.9%,354件
30,2100-2149,9213円,64分,119.3%,328件
31,2150-2199,10540円,61分,122.9%,361件
32,2200-2249,10495円,57分,124.5%,340件
33,2250-2299,10534円,54分,125.9%,320件
34,2300-2349,10872円,45分,132%,307件
35,2350-2399,10261円,39分,135.1%,303件
36,2400-2449,10345円,36分,138.6%,291件
37,2450-2499,10999円,36分,141.3%,273件
38,2500-2549,11090円,34分,143.1%,298件
39,2550-2599,10883円,34分,143.1%,295件
40,2600-2649,11640円,32分,148.5%,286件
41,2650-2699,12250円,30分,153.7%,252件
42,2700-2749,12547円,30分,156.3%,250件
43,2750-2799,12898円,27分,162.9%,271件
44,2800-2849,13201円,27分,165.9%,230件
45,2850-2899,14405円,23分,182.7%,246件
46,2900-2949,14190円,22分,187.1%,211件
