,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1207円,144分,101.1%,10644件
1,550-599,1548円,142分,101.5%,3412件
2,600-649,1982円,140分,101.9%,1796件
3,650-699,2007円,139分,101.9%,1224件
4,700-749,2028円,136分,102%,1020件
5,750-799,2254円,135分,102.2%,858件
6,800-849,2533円,132分,102.6%,810件
7,850-899,2865円,128分,103%,796件
8,900-949,2578円,127分,102.7%,803件
9,950-999,2944円,125分,103.1%,731件
10,1000-1049,2895円,122分,103.2%,719件
11,1050-1099,3202円,122分,103.5%,770件
12,1100-1149,3703円,121分,104.1%,743件
13,1150-1199,3169円,116分,103.6%,683件
14,1200-1249,3440円,112分,104.1%,798件
15,1250-1299,3708円,111分,104.5%,742件
16,1300-1349,4187円,108分,105.1%,727件
17,1350-1399,5227円,105分,106.6%,738件
18,1400-1449,5410円,104分,106.9%,709件
19,1450-1499,4663円,103分,106%,716件
20,1500-1549,4964円,97分,106.8%,677件
21,1550-1599,4402円,94分,106.2%,596件
22,1600-1649,5629円,94分,108%,587件
23,1650-1699,4891円,89分,107.3%,602件
24,1700-1749,5522円,87分,108.5%,576件
25,1750-1799,5455円,84分,108.6%,606件
26,1800-1849,6047円,81分,109.9%,532件
27,1850-1899,6626円,78分,111.3%,508件
28,1900-1949,6618円,77分,111.5%,536件
29,1950-1999,6836円,74分,112.3%,509件
30,2000-2049,6690円,70分,112.8%,482件
31,2050-2099,7265円,68分,114.2%,516件
32,2100-2149,7343円,64分,115.2%,506件
33,2150-2199,7734円,61分,117%,437件
34,2200-2249,7559円,54分,118.6%,442件
35,2250-2299,7404円,48分,120.4%,435件
36,2300-2349,7930円,43分,124.5%,428件
37,2350-2399,8369円,42分,126.8%,402件
38,2400-2449,8143円,41分,126.6%,404件
39,2450-2499,8253円,39分,128.1%,406件
40,2500-2549,8829円,38分,131.3%,419件
41,2550-2599,9405円,36分,135.1%,372件
42,2600-2649,9572円,35分,136.5%,374件
43,2650-2699,9957円,34分,139%,366件
44,2700-2749,10282円,33分,142.1%,334件
45,2750-2799,11404円,30分,151.3%,363件
46,2800-2849,11519円,28分,155.8%,331件
47,2850-2899,11879円,25分,164.5%,307件
48,2900-2949,12822円,22分,176.9%,285件
