,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-2530円,162分,97.9%,4808件
1,150-199,-2600円,162分,97.9%,6040件
2,200-249,-2693円,161分,97.8%,5312件
3,250-299,-2235円,158分,98.1%,5009件
4,300-349,-1967円,156分,98.3%,4375件
5,350-399,-1936円,154分,98.3%,3988件
6,400-449,-1833円,153分,98.4%,3750件
7,450-499,-1539円,149分,98.6%,3599件
8,500-549,-1580円,148分,98.6%,3186件
9,550-599,-1263円,146分,98.8%,3101件
10,600-649,-769円,144分,99.3%,2912件
11,650-699,-616円,142分,99.4%,2750件
12,700-749,-674円,139分,99.4%,4989件
13,750-799,-648円,139分,99.4%,2869件
14,800-849,-711円,136分,99.3%,2916件
15,850-899,-324円,134分,99.7%,2436件
16,900-949,-135円,131分,99.9%,2233件
17,950-999,-53円,128分,99.9%,2151件
18,1000-1049,-262円,127分,99.7%,2086件
19,1050-1099,110円,123分,100.1%,2003件
20,1100-1149,689円,120分,100.8%,2061件
21,1150-1199,1318円,119分,101.5%,1888件
22,1200-1249,862円,117分,101%,1911件
23,1250-1299,1546円,112分,101.8%,1900件
24,1300-1349,798円,112分,100.9%,1791件
25,1350-1399,1133円,109分,101.4%,1836件
26,1400-1449,1859円,106分,102.3%,1730件
27,1450-1499,2061円,104分,102.7%,1749件
28,1500-1549,2128円,101分,102.8%,1625件
29,1550-1599,2336円,97分,103.2%,1633件
30,1600-1649,2683円,96分,103.7%,1540件
31,1650-1699,2287円,93分,103.3%,1511件
32,1700-1749,2762円,89分,104.1%,1446件
33,1750-1799,3176円,86分,104.9%,1456件
34,1800-1849,2833円,83分,104.6%,1403件
35,1850-1899,3052円,80分,105.1%,1368件
36,1900-1949,3137円,76分,105.5%,1373件
37,1950-1999,3890円,74分,107.1%,1330件
38,2000-2049,3786円,71分,107.2%,1312件
39,2050-2099,4165円,68分,108.2%,1268件
40,2100-2149,4201円,65分,108.6%,1169件
41,2150-2199,3946円,61分,108.6%,1164件
42,2200-2249,4814円,58分,111%,1147件
43,2250-2299,4985円,54分,112.3%,1147件
44,2300-2349,5152円,51分,113.4%,1061件
45,2350-2399,5254円,48分,114.6%,1096件
46,2400-2449,5855円,46分,116.9%,1015件
47,2450-2499,6364円,45分,119%,1015件
48,2500-2549,6748円,43分,120.8%,954件
49,2550-2599,7426円,42分,123.8%,853件
50,2600-2649,8004円,38分,127.8%,708件
51,2650-2699,8533円,37分,130.8%,631件
52,2700-2749,9115円,34分,135.7%,473件
53,2750-2799,10093円,32分,142.2%,370件
54,2800-2849,10858円,28分,150.9%,317件
55,2850-2899,12291円,26分,164.2%,264件
56,2900-2949,12631円,23分,172.1%,192件
