,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,2140円,142分,102%,53件
1,700-749,2990円,139分,102.9%,68件
2,750-799,2410円,133分,102.4%,96件
3,800-849,3891円,137分,103.8%,92件
4,850-899,2402円,131分,102.4%,96件
5,900-949,3701円,132分,103.7%,114件
6,950-999,2216円,130分,102.3%,133件
7,1000-1049,2647円,128分,102.7%,117件
8,1050-1099,3463円,124分,103.7%,143件
9,1100-1149,4306円,120分,104.8%,176件
10,1150-1199,3571円,120分,104%,159件
11,1200-1249,3879円,119分,104.3%,197件
12,1250-1299,3896円,117分,104.4%,180件
13,1300-1349,4198円,111分,105%,209件
14,1350-1399,3225円,112分,103.8%,224件
15,1400-1449,3937円,108分,104.8%,211件
16,1450-1499,4554円,102分,106%,175件
17,1500-1549,3993円,106分,105%,185件
18,1550-1599,4913円,99分,106.6%,197件
19,1600-1649,4035円,98分,105.5%,199件
20,1650-1699,5647円,91分,108.3%,208件
21,1700-1749,3890円,89分,105.8%,188件
22,1750-1799,6292円,84分,110%,186件
23,1800-1849,6119円,84分,109.7%,185件
24,1850-1899,5254円,80分,108.8%,153件
25,1900-1949,5503円,77分,109.5%,169件
26,1950-1999,6116円,72分,111.4%,153件
27,2000-2049,6268円,69分,112.1%,161件
28,2050-2099,7288円,66分,114.8%,140件
29,2100-2149,7873円,63分,116.8%,137件
30,2150-2199,6995円,56分,116.6%,112件
31,2200-2249,6889円,56分,116.3%,120件
32,2250-2299,7037円,53分,117.8%,125件
33,2300-2349,6765円,51分,117.9%,120件
34,2350-2399,5430円,51分,114.3%,113件
35,2400-2449,8054円,44分,124.4%,112件
36,2450-2499,7680円,43分,123.6%,109件
37,2500-2549,7848円,43分,124.5%,106件
38,2550-2599,8210円,41分,127%,104件
39,2600-2649,9341円,37分,133.4%,92件
40,2650-2699,8758円,37分,131.4%,101件
41,2700-2749,9753円,36分,136.5%,91件
42,2750-2799,10992円,31分,146.6%,84件
43,2800-2849,11685円,30分,152.6%,65件
44,2850-2899,12643円,26分,165.6%,83件
45,2900-2949,13244円,26分,168.7%,72件
