,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,863円,149分,100.8%,3037件
1,550-599,587円,149分,100.5%,2669件
2,600-649,966円,146分,100.9%,2600件
3,650-699,1521円,143分,101.4%,2447件
4,700-749,1763円,141分,101.7%,2316件
5,750-799,1514円,138分,101.5%,4201件
6,800-849,1614円,137分,101.6%,2416件
7,850-899,1502円,135分,101.5%,2444件
8,900-949,1745円,133分,101.8%,2042件
9,950-999,2145円,130分,102.2%,1885件
10,1000-1049,2163円,127分,102.3%,1837件
11,1050-1099,1852円,126分,102%,1777件
12,1100-1149,2000円,123分,102.2%,1672件
13,1150-1199,2602円,120分,102.9%,1710件
14,1200-1249,3273円,118分,103.7%,1539件
15,1250-1299,2661円,116分,103.1%,1573件
16,1300-1349,3250円,112分,103.9%,1592件
17,1350-1399,2713円,110分,103.3%,1507件
18,1400-1449,3115円,108分,103.9%,1543件
19,1450-1499,3769円,104分,104.8%,1458件
20,1500-1549,3763円,102分,104.9%,1454件
21,1550-1599,3945円,99分,105.3%,1335件
22,1600-1649,4006円,95分,105.6%,1347件
23,1650-1699,4305円,94分,106.1%,1269件
24,1700-1749,3821円,91分,105.6%,1261件
25,1750-1799,4326円,87分,106.6%,1192件
26,1800-1849,4547円,84分,107.2%,1204件
27,1850-1899,4453円,81分,107.3%,1177件
28,1900-1949,4651円,78分,108%,1119件
29,1950-1999,4582円,73分,108.4%,1143件
30,2000-2049,5062円,71分,109.5%,1100件
31,2050-2099,4977円,68分,109.7%,1087件
32,2100-2149,5576円,65分,111.4%,1076件
33,2150-2199,5524円,62分,111.8%,988件
34,2200-2249,5318円,59分,112.1%,970件
35,2250-2299,5791円,56分,113.8%,960件
36,2300-2349,6211円,51分,116.2%,968件
37,2350-2399,6361円,49分,117.3%,885件
38,2400-2449,6534円,46分,118.8%,938件
39,2450-2499,7196円,45分,121.5%,844件
40,2500-2549,7581円,44分,123.1%,826件
41,2550-2599,8063円,42分,125.8%,786件
42,2600-2649,8635円,40分,128.6%,700件
43,2650-2699,9342円,37分,133.3%,584件
44,2700-2749,10013円,35分,138.2%,514件
45,2750-2799,10688円,32分,144.7%,397件
46,2800-2849,11732円,29分,153.6%,300件
47,2850-2899,12649円,26分,165.4%,266件
48,2900-2949,13716円,23分,178.3%,182件
