,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,457円,140分,100.4%,75件
1,650-699,1678円,140分,101.6%,124件
2,700-749,1856円,137分,101.8%,252件
3,750-799,1785円,134分,101.8%,306件
4,800-849,3447円,126分,103.6%,315件
5,850-899,2443円,128分,102.5%,297件
6,900-949,3011円,125分,103.2%,340件
7,950-999,2940円,126分,103.1%,325件
8,1000-1049,2625円,127分,102.8%,331件
9,1050-1099,3787円,117分,104.3%,344件
10,1100-1149,3351円,119分,103.7%,322件
11,1150-1199,4049円,113分,104.8%,293件
12,1200-1249,3330円,116分,103.8%,362件
13,1250-1299,3902円,109分,104.8%,350件
14,1300-1349,4251円,109分,105.2%,394件
15,1350-1399,4429円,107分,105.5%,296件
16,1400-1449,4158円,101分,105.5%,328件
17,1450-1499,5184円,103分,106.7%,262件
18,1500-1549,4654円,98分,106.4%,279件
19,1550-1599,5166円,97分,107.1%,249件
20,1600-1649,4551円,89分,106.8%,232件
21,1650-1699,5927円,90分,108.8%,238件
22,1700-1749,5793円,87分,108.9%,199件
23,1750-1799,5899円,84分,109.4%,220件
24,1800-1849,7129円,80分,111.9%,234件
25,1850-1899,5909円,78分,110.1%,231件
26,1900-1949,6359円,77分,111%,217件
27,1950-1999,6403円,74分,111.5%,168件
28,2000-2049,6685円,69分,112.9%,182件
29,2050-2099,7690円,65分,115.7%,168件
30,2100-2149,8126円,63分,117.2%,180件
31,2150-2199,6846円,59分,115.3%,167件
32,2200-2249,8024円,55分,119.5%,169件
33,2250-2299,7840円,48分,121.7%,166件
34,2300-2349,7449円,44分,122.5%,164件
35,2350-2399,8592円,40分,128.6%,146件
36,2400-2449,9316円,38分,132.6%,145件
37,2450-2499,9186円,38分,132.2%,129件
38,2500-2549,8492円,39分,129.3%,126件
39,2550-2599,9496円,36分,135.6%,105件
40,2600-2649,9984円,36分,137.3%,120件
41,2650-2699,11085円,34分,143.7%,117件
42,2700-2749,10725円,34分,142.3%,113件
43,2750-2799,11314円,29分,152%,113件
44,2800-2849,11566円,29分,154%,111件
45,2850-2899,12542円,26分,164%,91件
46,2900-2949,13184円,22分,180.2%,74件
