,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,11060円,100分,114.7%,518件
1,1500-1549,10557円,100分,114%,495件
2,1550-1599,10709円,99分,114.4%,500件
3,1600-1649,10536円,93分,115.1%,484件
4,1650-1699,9818円,89分,114.7%,420件
5,1700-1749,10923円,89分,116.3%,424件
6,1750-1799,9848円,85分,115.5%,424件
7,1800-1849,10601円,83分,117.1%,409件
8,1850-1899,10207円,81分,116.8%,422件
9,1900-1949,10838円,77分,118.7%,374件
10,1950-1999,11408円,74分,120.4%,358件
11,2000-2049,11867円,72分,122%,371件
12,2050-2099,11844円,69分,123%,354件
13,2100-2149,10944円,65分,122.4%,328件
14,2150-2199,12314円,63分,126.1%,361件
15,2200-2249,12170円,59分,127.6%,340件
16,2250-2299,12123円,56分,129.1%,320件
17,2300-2349,12276円,47分,135.2%,307件
18,2350-2399,11472円,40分,138.1%,303件
19,2400-2449,11487円,37分,141.7%,291件
20,2450-2499,12141円,37分,144.3%,273件
21,2500-2549,12233円,35分,146.2%,298件
22,2550-2599,12026円,35分,146.2%,295件
23,2600-2649,12783円,33分,151.6%,286件
24,2650-2699,13393円,31分,156.8%,252件
25,2700-2749,13690円,31分,159.4%,250件
26,2750-2799,14041円,28分,166%,271件
27,2800-2849,14344円,28分,169%,230件
28,2850-2899,15548円,24分,185.5%,246件
29,2900-2949,15333円,23分,189.9%,211件
