,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,2887円,145分,102.7%,30件
1,950-999,6748円,119分,107.5%,28件
2,1000-1049,3262円,129分,103.4%,35件
3,1050-1099,3635円,133分,103.6%,29件
4,1100-1149,6077円,125分,106.5%,47件
5,1150-1199,4509円,117分,105.2%,46件
6,1200-1249,5689円,116分,106.6%,63件
7,1250-1299,5233円,114分,106.1%,60件
8,1300-1349,5275円,115分,106.1%,73件
9,1350-1399,5472円,110分,106.6%,65件
10,1400-1449,5547円,105分,107%,70件
11,1450-1499,4840円,101分,106.4%,64件
12,1500-1549,5519円,97分,107.6%,74件
13,1550-1599,4303円,99分,105.8%,86件
14,1600-1649,5591円,93分,108%,88件
15,1650-1699,6031円,92分,108.7%,107件
16,1700-1749,5935円,90分,108.8%,90件
17,1750-1799,6659円,89分,109.9%,94件
18,1800-1849,7139円,86分,111.1%,88件
19,1850-1899,6380円,81分,110.5%,75件
20,1900-1949,6524円,75分,111.5%,104件
21,1950-1999,6266円,75分,111.2%,95件
22,2000-2049,5854円,70分,111.1%,85件
23,2050-2099,7664円,64分,116%,80件
24,2100-2149,5775円,64分,112.1%,63件
25,2150-2199,5744円,62分,112.3%,75件
26,2200-2249,6327円,58分,114.4%,54件
27,2250-2299,5869円,56分,113.9%,54件
28,2300-2349,6793円,48分,118.7%,60件
29,2350-2399,8129円,45分,124.2%,62件
30,2400-2449,7237円,46分,121.1%,47件
31,2450-2499,6377円,47分,118.2%,49件
32,2500-2549,8600円,42分,127.1%,59件
33,2550-2599,8453円,41分,127.4%,47件
34,2600-2649,8905円,40分,129.8%,57件
35,2650-2699,8992円,40分,129.7%,54件
36,2700-2749,10253円,35分,138.5%,42件
37,2750-2799,11534円,33分,147.2%,39件
38,2800-2849,11540円,29分,152.8%,37件
39,2850-2899,12777円,25分,169%,36件
40,2900-2949,13848円,24分,176.5%,47件
