,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,10142円,118分,111.4%,15件
1,1350-1399,10864円,97分,115%,18件
2,1400-1449,9327円,103分,112.1%,23件
3,1450-1499,11612円,106分,114.7%,13件
4,1500-1549,9227円,101分,112.2%,13件
5,1550-1599,11106円,100分,114.8%,21件
6,1600-1649,8531円,104分,110.9%,23件
7,1650-1699,11049円,91分,116.2%,33件
8,1700-1749,10657円,95分,114.9%,21件
9,1750-1799,9868円,95分,113.8%,26件
10,1800-1849,11211円,77分,119.5%,24件
11,1850-1899,10718円,77分,118.6%,27件
12,1900-1949,6648円,71分,112.5%,20件
13,1950-1999,11181円,75分,119.9%,26件
14,2000-2049,11221円,69分,121.6%,38件
15,2050-2099,12210円,64分,125.4%,31件
16,2100-2149,9051円,63分,119.1%,31件
17,2150-2199,10386円,59分,123.5%,32件
18,2200-2249,11394円,48分,131.5%,23件
19,2250-2299,10147円,47分,129%,27件
20,2300-2349,10129円,41分,133.3%,33件
21,2350-2399,11808円,45分,135.3%,34件
22,2400-2449,7946円,45分,123.8%,34件
23,2450-2499,8123円,45分,124.2%,23件
24,2500-2549,9222円,41分,130.2%,33件
25,2550-2599,8631円,41分,128.1%,39件
26,2600-2649,9484円,37分,133.9%,31件
27,2650-2699,10332円,35分,139.3%,22件
28,2700-2749,11984円,32分,150.1%,26件
29,2750-2799,11507円,32分,147.7%,21件
30,2800-2849,12632円,27分,162.9%,19件
31,2850-2899,13054円,26分,167.7%,23件
32,2900-2949,15174円,24分,183.5%,23件
