,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,3726円,127分,103.9%,2978件
1,1100-1149,3977円,122分,104.3%,2780件
2,1150-1199,4176円,119分,104.7%,2722件
3,1200-1249,4289円,118分,104.8%,2612件
4,1250-1299,4571円,116分,105.3%,2542件
5,1300-1349,4533円,112分,105.4%,2508件
6,1350-1399,4229円,111分,105.1%,2507件
7,1400-1449,4774円,106分,106%,2425件
8,1450-1499,4753円,105分,106%,2301件
9,1500-1549,5030円,102分,106.6%,2342件
10,1550-1599,5103円,99分,106.9%,2209件
11,1600-1649,5202円,97分,107.2%,2222件
12,1650-1699,5241円,94分,107.4%,2219件
13,1700-1749,5288円,91分,107.7%,2115件
14,1750-1799,5533円,89分,108.3%,1986件
15,1800-1849,5291円,85分,108.3%,2068件
16,1850-1899,5577円,81分,109.2%,2019件
17,1900-1949,5210円,78分,109%,1810件
18,1950-1999,6019円,74分,110.8%,1886件
19,2000-2049,6152円,71分,111.5%,1791件
20,2050-2099,6043円,68分,111.8%,1776件
21,2100-2149,6032円,65分,112.3%,1744件
22,2150-2199,6214円,62分,113.3%,1721件
23,2200-2249,6390円,59分,114.6%,1634件
24,2250-2299,6570円,55分,115.9%,1564件
25,2300-2349,7066円,51分,118.6%,1568件
26,2350-2399,6859円,49分,118.6%,1524件
27,2400-2449,7341円,46分,121.1%,1490件
28,2450-2499,7752円,44分,123.3%,1488件
29,2500-2549,8087円,44分,124.7%,1410件
30,2550-2599,8098円,43分,125.1%,1177件
