,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,4753円,121分,105.2%,1078件
1,1200-1249,4678円,120分,105.2%,1066件
2,1250-1299,4210円,117分,104.8%,966件
3,1300-1349,5111円,114分,106%,980件
4,1350-1399,5905円,112分,107%,879件
5,1400-1449,5191円,110分,106.3%,893件
6,1450-1499,5281円,106分,106.7%,910件
7,1500-1549,5329円,102分,106.9%,885件
8,1550-1599,5468円,100分,107.3%,901件
9,1600-1649,6297円,96分,108.7%,859件
10,1650-1699,6370円,94分,109%,841件
11,1700-1749,6033円,93分,108.7%,730件
12,1750-1799,6427円,88分,109.7%,778件
13,1800-1849,6647円,88分,110.1%,729件
14,1850-1899,6197円,82分,110.1%,709件
15,1900-1949,6575円,79分,111.1%,684件
16,1950-1999,6669円,76分,111.7%,675件
17,2000-2049,7210円,71分,113.6%,674件
18,2050-2099,6984円,68分,113.6%,658件
19,2100-2149,6304円,64分,113.2%,663件
20,2150-2199,6944円,61分,115.1%,615件
21,2200-2249,7044円,59分,116%,623件
22,2250-2299,7510円,54分,118.4%,645件
23,2300-2349,7049円,52分,118.2%,548件
24,2350-2399,6940円,49分,118.8%,571件
25,2400-2449,7703円,48分,121.6%,546件
26,2450-2499,8270円,45分,124.4%,542件
27,2500-2549,8760円,44分,126.5%,493件
28,2550-2599,8435円,43分,126.3%,519件
29,2600-2649,9546円,40分,131.7%,452件
30,2650-2699,10229円,38分,135.6%,460件
31,2700-2749,10790円,35分,140.7%,439件
32,2750-2799,11432円,34分,145.1%,389件
33,2800-2849,12605円,30分,155.5%,304件
34,2850-2899,13485円,26分,168.1%,276件
35,2900-2949,13864円,24分,178.6%,201件
