,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,186円,144分,100.2%,93件
1,600-649,1781円,139分,101.7%,156件
2,650-699,1351円,140分,101.3%,288件
3,700-749,1280円,138分,101.2%,366件
4,750-799,2958円,130分,103%,384件
5,800-849,2061円,129分,102.1%,363件
6,850-899,2299円,130分,102.4%,402件
7,900-949,2358円,128分,102.5%,380件
8,950-999,2163円,129分,102.2%,398件
9,1000-1049,3312円,120分,103.7%,414件
10,1050-1099,2575円,122分,102.8%,374件
11,1100-1149,3646円,117分,104.2%,365件
12,1150-1199,2884円,119分,103.2%,444件
13,1200-1249,3338円,112分,104%,429件
14,1250-1299,3570円,111分,104.3%,466件
15,1300-1349,4069円,110分,104.9%,363件
16,1350-1399,3459円,104分,104.4%,391件
17,1400-1449,4196円,106分,105.3%,327件
18,1450-1499,4011円,100分,105.3%,329件
19,1500-1549,4198円,100分,105.6%,288件
20,1550-1599,3956円,93分,105.6%,280件
21,1600-1649,5334円,92分,107.7%,285件
22,1650-1699,4948円,90分,107.4%,230件
23,1700-1749,5039円,88分,107.6%,256件
24,1750-1799,6056円,84分,109.6%,278件
25,1800-1849,5316円,81分,108.7%,272件
26,1850-1899,5278円,81分,108.7%,261件
27,1900-1949,5773円,78分,109.9%,199件
28,1950-1999,5836円,72分,110.7%,214件
29,2000-2049,6734円,69分,113.1%,202件
30,2050-2099,7294円,66分,114.7%,207件
31,2100-2149,6303円,63分,113.4%,203件
32,2150-2199,7012円,59分,115.8%,196件
33,2200-2249,7191円,52分,118.3%,191件
34,2250-2299,7236円,48分,120%,201件
35,2300-2349,7277円,44分,121.8%,179件
36,2350-2399,8376円,41分,127%,176件
37,2400-2449,8307円,41分,127.2%,158件
38,2450-2499,7808円,40分,125.7%,154件
39,2500-2549,9203円,37分,133.1%,142件
40,2550-2599,9118円,39分,131.5%,144件
41,2600-2649,9927円,36分,136.3%,138件
42,2650-2699,10052円,36分,137.3%,136件
43,2700-2749,10203円,32分,141.9%,132件
44,2750-2799,10614円,31分,145.6%,134件
45,2800-2849,11499円,29分,152.8%,112件
46,2850-2899,12307円,25分,164.4%,100件
47,2900-2949,13199円,23分,177%,122件
