,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,4850円,132分,104.9%,37件
1,950-999,7243円,120分,108%,41件
2,1000-1049,6960円,106分,108.8%,49件
3,1050-1099,4106円,117分,104.7%,70件
4,1100-1149,4953円,120分,105.5%,67件
5,1150-1199,5908円,117分,106.7%,75件
6,1200-1249,4767円,112分,105.7%,82件
7,1250-1299,4040円,115分,104.7%,92件
8,1300-1349,7111円,111分,108.5%,86件
9,1350-1399,7365円,105分,109.4%,97件
10,1400-1449,5859円,105分,107.4%,104件
11,1450-1499,4444円,102分,105.8%,125件
12,1500-1549,7276円,99分,109.8%,123件
13,1550-1599,7278円,100分,109.7%,125件
14,1600-1649,7227円,91分,110.6%,132件
15,1650-1699,8450円,83分,113.5%,129件
16,1700-1749,7831円,84分,112.4%,104件
17,1750-1799,8438円,85分,113.2%,107件
18,1800-1849,8486円,79分,114.3%,97件
19,1850-1899,7328円,75分,113%,107件
20,1900-1949,7831円,77分,113.6%,92件
21,1950-1999,8205円,68分,116.1%,89件
22,2000-2049,7584円,68分,114.8%,81件
23,2050-2099,7976円,66分,116.1%,97件
24,2100-2149,8575円,61分,118.7%,85件
25,2150-2199,10598円,57分,125%,67件
26,2200-2249,10299円,58分,123.6%,77件
27,2250-2299,9189円,50分,124.3%,62件
28,2300-2349,11671円,44分,135.2%,55件
29,2350-2399,8649円,44分,126.4%,54件
30,2400-2449,9184円,39分,131.7%,41件
31,2450-2499,8939円,37分,132%,64件
32,2500-2549,11222円,31分,147.5%,64件
33,2550-2599,10717円,32分,144.6%,53件
34,2600-2649,11082円,34分,143%,52件
35,2650-2699,11238円,34分,144.1%,44件
36,2700-2749,12459円,29分,156.3%,46件
37,2750-2799,12010円,29分,155.7%,47件
38,2800-2849,13536円,28分,164.2%,37件
39,2850-2899,13750円,24分,176.1%,48件
40,2900-2949,13556円,21分,187.9%,40件
