,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,-230円,147分,99.8%,118件
1,550-599,1547円,140分,101.5%,199件
2,600-649,784円,143分,100.7%,342件
3,650-699,738円,140分,100.7%,429件
4,700-749,1988円,133分,102%,451件
5,750-799,1233円,133分,101.2%,432件
6,800-849,1179円,133分,101.2%,455件
7,850-899,1732円,129分,101.8%,459件
8,900-949,1536円,131分,101.6%,476件
9,950-999,2335円,125分,102.5%,476件
10,1000-1049,1778円,125分,101.9%,444件
11,1050-1099,3068円,120分,103.4%,444件
12,1100-1149,2397円,121分,102.6%,543件
13,1150-1199,2714円,116分,103.1%,521件
14,1200-1249,2536円,114分,103%,558件
15,1250-1299,3325円,112分,104%,444件
16,1300-1349,2695円,107分,103.4%,467件
17,1350-1399,3252円,109分,104%,402件
18,1400-1449,3275円,104分,104.2%,405件
19,1450-1499,3371円,103分,104.4%,336件
20,1500-1549,3478円,97分,104.8%,329件
21,1550-1599,4423円,96分,106.1%,345件
22,1600-1649,4531円,92分,106.5%,290件
23,1650-1699,4282円,92分,106.2%,304件
24,1700-1749,4816円,88分,107.3%,324件
25,1750-1799,4622円,84分,107.3%,320件
26,1800-1849,4758円,84分,107.6%,314件
27,1850-1899,5092円,79分,108.6%,240件
28,1900-1949,5305円,75分,109.4%,255件
29,1950-1999,6045円,72分,111.1%,251件
30,2000-2049,6648円,69分,112.8%,254件
31,2050-2099,5598円,66分,111.3%,242件
32,2100-2149,6313円,63分,113.3%,230件
33,2150-2199,6544円,58分,115.2%,227件
34,2200-2249,6479円,52分,116.5%,232件
35,2250-2299,6678円,49分,118.3%,207件
36,2300-2349,7348円,45分,122%,203件
37,2350-2399,7215円,44分,121.7%,187件
38,2400-2449,7299円,42分,123.3%,187件
39,2450-2499,8333円,40分,128.1%,171件
40,2500-2549,8256円,40分,127.2%,177件
41,2550-2599,8987円,39分,130.5%,159件
42,2600-2649,9133円,38分,131.9%,164件
43,2650-2699,9310円,35分,135%,157件
44,2700-2749,9799円,34分,138.6%,158件
45,2750-2799,10456円,31分,144.4%,136件
46,2800-2849,11307円,29分,152.5%,125件
47,2850-2899,12106円,26分,162.4%,157件
48,2900-2949,12936円,22分,178.2%,128件
