,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-1867円,155分,98.4%,269件
1,350-399,-17円,150分,100%,453件
2,400-449,-914円,151分,99.2%,719件
3,450-499,-1003円,151分,99.1%,837件
4,500-549,125円,145分,100.1%,923件
5,550-599,29円,143分,100%,928件
6,600-649,186円,140分,100.2%,964件
7,650-699,236円,141分,100.2%,987件
8,700-749,-136円,140分,99.9%,960件
9,750-799,402円,137分,100.4%,987件
10,800-849,199円,135分,100.2%,964件
11,850-899,1327円,131分,101.3%,927件
12,900-949,359円,132分,100.4%,1114件
13,950-999,1096円,126分,101.2%,1075件
14,1000-1049,946円,125分,101%,1127件
15,1050-1099,1523円,122分,101.7%,975件
16,1100-1149,1469円,119分,101.6%,1001件
17,1150-1199,1516円,120分,101.7%,869件
18,1200-1249,2076円,116分,102.4%,870件
19,1250-1299,2138円,115分,102.5%,760件
20,1300-1349,1580円,110分,101.9%,690件
21,1350-1399,2119円,108分,102.6%,705件
22,1400-1449,3052円,106分,103.8%,668件
23,1450-1499,2200円,104分,102.8%,623件
24,1500-1549,2529円,102分,103.3%,643件
25,1550-1599,3341円,96分,104.6%,654件
26,1600-1649,3374円,93分,104.8%,634件
27,1650-1699,3989円,92分,105.8%,532件
28,1700-1749,3543円,89分,105.3%,519件
29,1750-1799,4059円,86分,106.3%,531件
30,1800-1849,3767円,83分,106%,508件
31,1850-1899,3926円,79分,106.6%,508件
32,1900-1949,4513円,76分,107.9%,475件
33,1950-1999,4687円,73分,108.6%,452件
34,2000-2049,4408円,68分,108.6%,451件
35,2050-2099,4766円,66分,109.6%,434件
36,2100-2149,4919円,61分,110.7%,430件
37,2150-2199,5316円,61分,111.7%,399件
38,2200-2249,5322円,56分,112.6%,394件
39,2250-2299,5673円,52分,114.6%,378件
40,2300-2349,5954円,49分,116%,381件
41,2350-2399,6443円,46分,118.5%,346件
42,2400-2449,6200円,46分,117.9%,327件
43,2450-2499,6525円,44分,119.8%,315件
44,2500-2549,7375円,42分,123.4%,333件
45,2550-2599,7459円,41分,124.3%,305件
46,2600-2649,8128円,39分,128%,280件
47,2650-2699,8785円,37分,132.1%,318件
48,2700-2749,9589円,34分,137.7%,289件
49,2750-2799,9983円,31分,143%,306件
50,2800-2849,11195円,29分,152.1%,268件
51,2850-2899,11911円,25分,163.3%,260件
52,2900-2949,12997円,22分,177.1%,212件
