,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,3922円,138分,103.8%,7406件
1,650-699,4227円,136分,104.1%,2369件
2,700-749,4495円,133分,104.5%,1246件
3,750-799,4345円,132分,104.4%,854件
4,800-849,4843円,129分,105%,716件
5,850-899,4757円,130分,104.9%,600件
6,900-949,5346円,126分,105.7%,567件
7,950-999,5730円,121分,106.3%,566件
8,1000-1049,5120円,121分,105.6%,562件
9,1050-1099,5755円,120分,106.4%,498件
10,1100-1149,5572円,117分,106.4%,507件
11,1150-1199,5819円,117分,106.6%,545件
12,1200-1249,6586円,115分,107.6%,524件
13,1250-1299,5898円,111分,107.1%,477件
14,1300-1349,6117円,107分,107.6%,575件
15,1350-1399,5961円,104分,107.7%,506件
16,1400-1449,6888円,101分,109.1%,526件
17,1450-1499,7929円,97分,110.9%,518件
18,1500-1549,7449円,98分,110.2%,495件
19,1550-1599,7629円,96分,110.5%,500件
20,1600-1649,7637円,90分,111.3%,484件
21,1650-1699,7089円,87分,110.9%,420件
22,1700-1749,8107円,87分,112.4%,424件
23,1750-1799,7248円,82分,111.8%,424件
24,1800-1849,7984円,80分,113.3%,409件
25,1850-1899,7670円,79分,113%,422件
26,1900-1949,8365円,75分,114.8%,374件
27,1950-1999,8941円,72分,116.5%,358件
28,2000-2049,9450円,70分,118.1%,371件
29,2050-2099,9510円,67分,119%,354件
30,2100-2149,8777円,63分,118.5%,328件
31,2150-2199,10093円,61分,122.1%,361件
32,2200-2249,10072円,57分,123.6%,340件
33,2250-2299,10133円,54分,125.1%,320件
34,2300-2349,10518円,45分,131.2%,307件
35,2350-2399,9956円,39分,134.3%,303件
36,2400-2449,10057円,35分,137.8%,291件
37,2450-2499,10711円,35分,140.5%,273件
38,2500-2549,10802円,34分,142.3%,298件
39,2550-2599,10595円,33分,142.3%,295件
40,2600-2649,11352円,32分,147.7%,286件
41,2650-2699,11962円,30分,152.9%,252件
42,2700-2749,12259円,29分,155.5%,250件
43,2750-2799,12610円,27分,162.1%,271件
44,2800-2849,12913円,26分,165.1%,230件
45,2850-2899,14117円,23分,181.9%,246件
46,2900-2949,13902円,21分,186.4%,211件
