,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,9828円,107分,112.2%,16件
1,1500-1549,11441円,99分,115.5%,26件
2,1550-1599,9204円,102分,112%,29件
3,1600-1649,11364円,93分,116.3%,42件
4,1650-1699,11974円,95分,116.9%,32件
5,1700-1749,11085円,95分,115.6%,36件
6,1750-1799,11620円,81分,119.1%,30件
7,1800-1849,11599円,83分,118.6%,36件
8,1850-1899,8237円,73分,115.1%,26件
9,1900-1949,11525円,79分,119.5%,33件
10,1950-1999,10638円,72分,119.8%,43件
11,2000-2049,12282円,71分,123.2%,37件
12,2050-2099,9654円,69分,118.7%,38件
13,2100-2149,10826円,64分,122.7%,39件
14,2150-2199,12270円,54分,130%,32件
15,2200-2249,10961円,53分,127.3%,35件
16,2250-2299,11179円,47分,131.4%,44件
17,2300-2349,11614円,47分,132.8%,40件
18,2350-2399,7940円,46分,123.2%,40件
19,2400-2449,9244円,42分,129.4%,31件
20,2450-2499,10584円,38分,137.1%,48件
21,2500-2549,8009円,43分,124.6%,42件
22,2550-2599,9442円,38分,133.2%,38件
23,2600-2649,10874円,35分,141.8%,31件
24,2650-2699,12564円,31分,153.9%,39件
25,2700-2749,11401円,34分,145.3%,26件
26,2750-2799,11993円,29分,154.4%,23件
27,2800-2849,12937円,28分,161.5%,32件
28,2850-2899,14459円,27分,171.9%,30件
29,2900-2949,14898円,24分,181.2%,21件
