,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,5182円,128分,105.4%,25件
1,1100-1149,5241円,120分,105.8%,34件
2,1150-1199,7519円,129分,107.8%,29件
3,1200-1249,7348円,122分,108%,54件
4,1250-1299,7603円,110分,109.2%,48件
5,1300-1349,6631円,115分,107.7%,48件
6,1350-1399,5429円,107分,106.7%,54件
7,1400-1449,7862円,105分,110%,75件
8,1450-1499,8563円,103分,111.1%,62件
9,1500-1549,6981円,104分,108.9%,61件
10,1550-1599,5662円,95分,108%,64件
11,1600-1649,6340円,93分,109.1%,59件
12,1650-1699,7475円,95分,110.5%,72件
13,1700-1749,7751円,90分,111.5%,56件
14,1750-1799,5998円,84分,109.6%,73件
15,1800-1849,6683円,84分,110.7%,67件
16,1850-1899,7203円,76分,112.6%,58件
17,1900-1949,7485円,74分,113.5%,77件
18,1950-1999,8313円,75分,114.8%,79件
19,2000-2049,6004円,68分,111.8%,64件
20,2050-2099,8086円,66分,116.4%,81件
21,2100-2149,7284円,66分,114.7%,82件
22,2150-2199,6022円,59分,113.6%,69件
23,2200-2249,7606円,55分,118.5%,69件
24,2250-2299,7327円,55分,117.7%,67件
25,2300-2349,7180円,50分,119.2%,73件
26,2350-2399,7993円,46分,123.4%,48件
27,2400-2449,6462円,47分,118.3%,50件
28,2450-2499,6555円,47分,118.4%,54件
29,2500-2549,8675円,41分,128.5%,48件
30,2550-2599,9982円,36分,137.2%,29件
31,2600-2649,10282円,36分,137.9%,42件
32,2650-2699,9490円,36分,135.2%,36件
33,2700-2749,10411円,35分,140.1%,41件
34,2750-2799,10960円,34分,143.2%,48件
35,2800-2849,12800円,28分,159.9%,34件
36,2850-2899,13492円,26分,168.7%,25件
37,2900-2949,14697円,24分,181.5%,40件
