,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,2772円,141分,102.6%,1297件
1,800-849,3129円,139分,103%,1277件
2,850-899,3591円,135分,103.5%,1145件
3,900-949,3995円,132分,104%,1098件
4,950-999,3318円,130分,103.4%,1979件
5,1000-1049,3152円,130分,103.2%,1105件
6,1050-1099,3671円,125分,103.9%,1193件
7,1100-1149,3705円,124分,104%,1013件
8,1150-1199,4123円,121分,104.5%,938件
9,1200-1249,4065円,118分,104.6%,896件
10,1250-1299,4259円,117分,104.9%,915件
11,1300-1349,3905円,113分,104.6%,816件
12,1350-1399,4417円,111分,105.3%,792件
13,1400-1449,5417円,108分,106.7%,738件
14,1450-1499,4837円,106分,106.1%,759件
15,1500-1549,4885円,102分,106.4%,782件
16,1550-1599,4845円,99分,106.5%,752件
17,1600-1649,5205円,96分,107.2%,733件
18,1650-1699,5876円,93分,108.5%,705件
19,1700-1749,6089円,91分,109%,689件
20,1750-1799,5583円,89分,108.4%,612件
21,1800-1849,5905円,84分,109.4%,641件
22,1850-1899,6551円,84分,110.4%,611件
23,1900-1949,6108円,78分,110.5%,597件
24,1950-1999,6448円,76分,111.4%,562件
25,2000-2049,6079円,72分,111.3%,551件
26,2050-2099,6964円,66分,114%,564件
27,2100-2149,7100円,64分,114.9%,559件
28,2150-2199,6111円,59分,113.7%,553件
29,2200-2249,6931円,57分,116.2%,525件
30,2250-2299,6896円,55分,116.8%,517件
31,2300-2349,7231円,50分,119.1%,529件
32,2350-2399,6830円,48分,118.8%,439件
33,2400-2449,7100円,47分,120.3%,486件
34,2450-2499,7869円,45分,123.2%,453件
35,2500-2549,8394円,43分,126.1%,449件
36,2550-2599,8988円,42分,128.7%,417件
37,2600-2649,8768円,40分,129.5%,444件
38,2650-2699,9668円,38分,134.2%,368件
39,2700-2749,10588円,35分,140.1%,388件
40,2750-2799,11212円,32分,146.3%,366件
41,2800-2849,11915円,30分,152.2%,327件
42,2850-2899,13116円,27分,163.9%,243件
43,2900-2949,14005円,23分,180.4%,189件
