,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,825円,141分,100.8%,53件
1,700-749,1661円,138分,101.6%,68件
2,750-799,1159円,132分,101.2%,96件
3,800-849,2560円,135分,102.5%,92件
4,850-899,1163円,130分,101.2%,96件
5,900-949,2419円,130分,102.5%,114件
6,950-999,997円,129分,101%,133件
7,1000-1049,1435円,127分,101.5%,117件
8,1050-1099,2261円,123分,102.4%,143件
9,1100-1149,3121円,119分,103.5%,176件
10,1150-1199,2412円,119分,102.7%,159件
11,1200-1249,2717円,118分,103.1%,197件
12,1250-1299,2753円,116分,103.2%,180件
13,1300-1349,3110円,110分,103.8%,209件
14,1350-1399,2155円,111分,102.6%,224件
15,1400-1449,2888円,107分,103.6%,211件
16,1450-1499,3549円,101分,104.7%,175件
17,1500-1549,2954円,105分,103.7%,185件
18,1550-1599,3931円,98分,105.3%,197件
19,1600-1649,3089円,97分,104.2%,199件
20,1650-1699,4724円,90分,107%,208件
21,1700-1749,3044円,89分,104.6%,188件
22,1750-1799,5408円,83分,108.7%,186件
23,1800-1849,5245円,84分,108.4%,185件
24,1850-1899,4451円,79分,107.5%,153件
25,1900-1949,4725円,77分,108.2%,169件
26,1950-1999,5377円,71分,110.1%,153件
27,2000-2049,5549円,69分,110.8%,161件
28,2050-2099,6576円,65分,113.5%,140件
29,2100-2149,7177円,62分,115.4%,137件
30,2150-2199,6376円,56分,115.3%,112件
31,2200-2249,6285円,56分,115.1%,120件
32,2250-2299,6469円,52分,116.6%,125件
33,2300-2349,6220円,50分,116.6%,120件
34,2350-2399,4931円,50分,113.1%,113件
35,2400-2449,7550円,44分,123.1%,112件
36,2450-2499,7180円,43分,122.3%,109件
37,2500-2549,7349円,42分,123.2%,106件
38,2550-2599,7711円,40分,125.6%,104件
39,2600-2649,8842円,37分,132%,92件
40,2650-2699,8259円,37分,130%,101件
41,2700-2749,9254円,35分,135%,91件
42,2750-2799,10493円,31分,145.1%,84件
43,2800-2849,11186円,29分,151.1%,65件
44,2850-2899,12144円,25分,164.1%,83件
45,2900-2949,12744円,25分,167.3%,72件
