,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,3305円,123分,103.6%,23件
1,1150-1199,2743円,115分,103.2%,29件
2,1200-1249,5291円,122分,105.8%,28件
3,1250-1299,4757円,116分,105.5%,42件
4,1300-1349,5059円,105分,106.4%,38件
5,1350-1399,4171円,111分,105%,42件
6,1400-1449,3702円,102分,104.8%,51件
7,1450-1499,5416円,98分,107.4%,64件
8,1500-1549,5784円,101分,107.7%,43件
9,1550-1599,5167円,99分,107%,49件
10,1600-1649,3356円,92分,104.8%,50件
11,1650-1699,4311円,88分,106.5%,52件
12,1700-1749,5454円,87分,108.4%,61件
13,1750-1799,5624円,83分,109%,49件
14,1800-1849,3559円,81分,105.9%,58件
15,1850-1899,5452円,77分,109.4%,61件
16,1900-1949,4741円,70分,109%,42件
17,1950-1999,5974円,69分,111.6%,62件
18,2000-2049,6814円,69分,113.1%,62件
19,2050-2099,4112円,63分,108.6%,54件
20,2100-2149,6534円,60分,114.5%,67件
21,2150-2199,5541円,61分,112.1%,67件
22,2200-2249,5086円,53分,112.9%,61件
23,2250-2299,6462円,49分,117.6%,57件
24,2300-2349,6543円,49分,117.9%,58件
25,2350-2399,5747円,45分,116.9%,58件
26,2400-2449,7385円,42分,123.5%,40件
27,2450-2499,5700円,45分,116.9%,41件
28,2500-2549,6340円,43分,119.5%,47件
29,2550-2599,8957円,37分,132.1%,39件
30,2600-2649,9429円,31分,139.9%,25件
31,2650-2699,9684円,32分,140.3%,30件
32,2700-2749,8901円,34分,135.3%,29件
33,2750-2799,10163円,30分,144.6%,36件
34,2800-2849,10607円,29分,148.5%,35件
35,2850-2899,12303円,24分,167.7%,28件
36,2900-2949,12795円,21分,180.6%,18件
