,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,2772円,137分,102.7%,7406件
1,650-699,3090円,135分,103.1%,2369件
2,700-749,3384円,132分,103.4%,1246件
3,750-799,3255円,131分,103.3%,854件
4,800-849,3758円,128分,103.9%,716件
5,850-899,3664円,129分,103.8%,600件
6,900-949,4273円,125分,104.6%,567件
7,950-999,4683円,120分,105.2%,566件
8,1000-1049,4091円,121分,104.5%,562件
9,1050-1099,4725円,119分,105.3%,498件
10,1100-1149,4569円,116分,105.2%,507件
11,1150-1199,4809円,116分,105.5%,545件
12,1200-1249,5568円,114分,106.5%,524件
13,1250-1299,4939円,110分,106%,477件
14,1300-1349,5182円,106分,106.5%,575件
15,1350-1399,5059円,103分,106.6%,506件
16,1400-1449,5986円,100分,108%,526件
17,1450-1499,7030円,97分,109.7%,518件
18,1500-1549,6557円,97分,109%,495件
19,1550-1599,6745円,96分,109.4%,500件
20,1600-1649,6804円,90分,110.1%,484件
21,1650-1699,6306円,86分,109.8%,420件
22,1700-1749,7298円,86分,111.3%,424件
23,1750-1799,6501円,82分,110.6%,424件
24,1800-1849,7232円,80分,112.1%,409件
25,1850-1899,6941円,78分,111.8%,422件
26,1900-1949,7655円,75分,113.7%,374件
27,1950-1999,8232円,72分,115.3%,358件
28,2000-2049,8756円,69分,116.9%,371件
29,2050-2099,8840円,66分,117.9%,354件
30,2100-2149,8155円,63分,117.3%,328件
31,2150-2199,9455円,60分,120.9%,361件
32,2200-2249,9470円,56分,122.4%,340件
33,2250-2299,9562円,53分,123.9%,320件
34,2300-2349,10014円,44分,130%,307件
35,2350-2399,9521円,38分,133.1%,303件
36,2400-2449,9646円,35分,136.6%,291件
37,2450-2499,10300円,35分,139.4%,273件
38,2500-2549,10391円,34分,141.1%,298件
39,2550-2599,10184円,33分,141.1%,295件
40,2600-2649,10941円,31分,146.5%,286件
41,2650-2699,11551円,30分,151.7%,252件
42,2700-2749,11849円,29分,154.3%,250件
43,2750-2799,12199円,27分,160.9%,271件
44,2800-2849,12502円,26分,163.9%,230件
45,2850-2899,13707円,23分,180.8%,246件
46,2900-2949,13491円,21分,185.3%,211件
