,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,6336円,137分,106.2%,50件
1,900-949,7926円,129分,108.2%,47件
2,950-999,7115円,114分,108.3%,57件
3,1000-1049,5034円,123分,105.4%,87件
4,1050-1099,5888円,123分,106.4%,79件
5,1100-1149,7253円,121分,108%,83件
6,1150-1199,6725円,116分,107.7%,102件
7,1200-1249,4918円,121分,105.4%,103件
8,1250-1299,7734円,116分,108.9%,111件
9,1300-1349,8797円,111分,110.6%,125件
10,1350-1399,6927円,110分,108.4%,124件
11,1400-1449,5398円,106分,106.8%,150件
12,1450-1499,8050円,102分,110.5%,139件
13,1500-1549,8024円,105分,110.2%,151件
14,1550-1599,7980円,95分,111.2%,149件
15,1600-1649,9087円,90分,113.5%,155件
16,1650-1699,8554円,90分,112.7%,128件
17,1700-1749,8808円,91分,112.9%,131件
18,1750-1799,9063円,84分,114.5%,118件
19,1800-1849,7861円,82分,112.8%,126件
20,1850-1899,8357円,83分,113.4%,107件
21,1900-1949,8154円,72分,115.1%,105件
22,1950-1999,8622円,73分,115.7%,99件
23,2000-2049,8452円,70分,116%,111件
24,2050-2099,8937円,66分,118.1%,95件
25,2100-2149,10727円,61分,123.6%,79件
26,2150-2199,10699円,63分,122.6%,92件
27,2200-2249,9435円,57分,122.2%,76件
28,2250-2299,11708円,50分,131.5%,63件
29,2300-2349,8524円,49分,123.1%,62件
30,2350-2399,8470円,44分,125.8%,53件
31,2400-2449,8463円,41分,127.3%,73件
32,2450-2499,11065円,35分,142.5%,74件
33,2500-2549,10855円,35分,141.5%,67件
34,2550-2599,10588円,39分,136.3%,58件
35,2600-2649,10704円,38分,137.3%,50件
36,2650-2699,12411円,34分,149.3%,55件
37,2700-2749,11755円,32分,148.6%,56件
38,2750-2799,13248円,31分,157.6%,47件
39,2800-2849,13043円,28分,162%,57件
40,2850-2899,13443円,25分,172.4%,49件
41,2900-2949,13320円,23分,178%,36件
