,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,6632円,119分,107.4%,554件
1,1250-1299,6018円,113分,107.1%,571件
2,1300-1349,6417円,115分,107.5%,508件
3,1350-1399,6298円,111分,107.6%,487件
4,1400-1449,6553円,110分,107.9%,413件
5,1450-1499,6125円,104分,107.9%,400件
6,1500-1549,6844円,102分,108.9%,416件
7,1550-1599,6983円,99分,109.4%,346件
8,1600-1649,6752円,98分,109.2%,366件
9,1650-1699,7229円,94分,110.2%,393件
10,1700-1749,7302円,89分,110.9%,373件
11,1750-1799,7351円,89分,111%,374件
12,1800-1849,7577円,85分,111.9%,286件
13,1850-1899,7647円,82分,112.5%,307件
14,1900-1949,8092円,78分,113.8%,292件
15,1950-1999,8482円,75分,115.2%,302件
16,2000-2049,7334円,71分,113.7%,292件
17,2050-2099,8148円,68分,115.9%,267件
18,2100-2149,8004円,64分,116.7%,273件
19,2150-2199,7935円,59分,118.1%,273件
20,2200-2249,7848円,56分,118.7%,246件
21,2250-2299,8376円,50分,122.2%,243件
22,2300-2349,8611円,50分,122.8%,235件
23,2350-2399,8067円,47分,123%,220件
24,2400-2449,8983円,43分,127.6%,204件
25,2450-2499,9051円,44分,127.1%,208件
26,2500-2549,9651円,43分,129.7%,195件
27,2550-2599,9958円,42分,131.7%,188件
28,2600-2649,10032円,40分,133.8%,192件
29,2650-2699,10683円,38分,137.6%,192件
30,2700-2749,11225円,35分,142.8%,176件
31,2750-2799,12028円,33分,148.9%,154件
32,2800-2849,12715円,30分,156.3%,187件
33,2850-2899,13648円,27分,167.3%,162件
34,2900-2949,14400円,23分,183.9%,156件
