,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-744円,152分,99.3%,1943件
1,400-449,-1032円,151分,99.1%,2504件
2,450-499,-688円,149分,99.4%,2280件
3,500-549,-275円,146分,99.7%,2086件
4,550-599,-188円,145分,99.8%,1787件
5,600-649,-127円,144分,99.9%,1634件
6,650-699,-337円,143分,99.7%,1513件
7,700-749,249円,138分,100.2%,1465件
8,750-799,32円,138分,100%,1297件
9,800-849,416円,136分,100.4%,1277件
10,850-899,937円,133分,100.9%,1145件
11,900-949,1364円,130分,101.4%,1098件
12,950-999,742円,128分,100.8%,1979件
13,1000-1049,627円,127分,100.7%,1105件
14,1050-1099,1213円,123分,101.3%,1193件
15,1100-1149,1261円,122分,101.4%,1013件
16,1150-1199,1704円,119分,101.9%,938件
17,1200-1249,1724円,115分,102%,896件
18,1250-1299,1929円,115分,102.2%,915件
19,1300-1349,1663円,111分,102%,816件
20,1350-1399,2203円,109分,102.7%,792件
21,1400-1449,3202円,106分,104%,738件
22,1450-1499,2688円,104分,103.4%,759件
23,1500-1549,2821円,101分,103.7%,782件
24,1550-1599,2845円,97分,103.9%,752件
25,1600-1649,3234円,95分,104.6%,733件
26,1650-1699,3936円,91分,105.8%,705件
27,1700-1749,4183円,89分,106.3%,689件
28,1750-1799,3747円,87分,105.7%,612件
29,1800-1849,4151円,82分,106.7%,641件
30,1850-1899,4759円,82分,107.7%,611件
31,1900-1949,4466円,76分,107.8%,597件
32,1950-1999,4824円,74分,108.7%,562件
33,2000-2049,4590円,70分,108.7%,551件
34,2050-2099,5522円,65分,111.3%,564件
35,2100-2149,5701円,62分,112.2%,559件
36,2150-2199,4858円,58分,111.1%,553件
37,2200-2249,5692円,56分,113.5%,525件
38,2250-2299,5709円,54分,114.2%,517件
39,2300-2349,6123円,49分,116.5%,529件
40,2350-2399,5762円,47分,116.2%,439件
41,2400-2449,6052円,46分,117.7%,486件
42,2450-2499,6821円,44分,120.6%,453件
43,2500-2549,7346円,42分,123.3%,449件
44,2550-2599,7940円,41分,125.9%,417件
45,2600-2649,7720円,39分,126.6%,444件
46,2650-2699,8620円,37分,131.2%,368件
47,2700-2749,9540円,34分,137.1%,388件
48,2750-2799,10164円,31分,143.3%,366件
49,2800-2849,10867円,29分,149.1%,327件
50,2850-2899,12067円,26分,160.9%,243件
51,2900-2949,12956円,22分,177.5%,189件
