,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,4421円,140分,104.2%,104件
1,750-799,4407円,136分,104.3%,215件
2,800-849,4939円,130分,105.1%,248件
3,850-899,5931円,123分,106.4%,257件
4,900-949,5044円,128分,105.3%,255件
5,950-999,5081円,122分,105.5%,274件
6,1000-1049,4888円,124分,105.3%,270件
7,1050-1099,5368円,125分,105.7%,268件
8,1100-1149,6122円,114分,107.1%,284件
9,1150-1199,5927円,117分,106.8%,273件
10,1200-1249,6369円,111分,107.6%,244件
11,1250-1299,5505円,114分,106.4%,300件
12,1300-1349,6362円,105分,108.1%,295件
13,1350-1399,6699円,106分,108.4%,342件
14,1400-1449,6550円,105分,108.3%,255件
15,1450-1499,6267円,100分,108.4%,284件
16,1500-1549,7456円,99分,110.1%,213件
17,1550-1599,7000円,95分,109.8%,229件
18,1600-1649,7944円,94分,111.3%,201件
19,1650-1699,6567円,87分,110.1%,191件
20,1700-1749,8450円,87分,113%,193件
21,1750-1799,8100円,84分,112.9%,168件
22,1800-1849,7813円,81分,112.9%,183件
23,1850-1899,9126円,76分,116.1%,196件
24,1900-1949,8033円,75分,114.3%,205件
25,1950-1999,7956円,75分,114.2%,188件
26,2000-2049,8334円,71分,115.6%,143件
27,2050-2099,8508円,67分,117%,158件
28,2100-2149,9581円,63分,120.4%,137件
29,2150-2199,9750円,60分,121.5%,151件
30,2200-2249,8696円,56分,120.7%,139件
31,2250-2299,9228円,51分,124.3%,138件
32,2300-2349,9410円,43分,128.9%,133件
33,2350-2399,9076円,40分,130.1%,143件
34,2400-2449,9979円,39分,134.1%,115件
35,2450-2499,10780円,36分,139.9%,124件
36,2500-2549,10919円,36分,140.3%,108件
37,2550-2599,10262円,36分,138.2%,105件
38,2600-2649,11015円,33分,143.9%,87件
39,2650-2699,11827円,34分,147%,99件
40,2700-2749,12660円,31分,154.2%,93件
41,2750-2799,12280円,31分,152.3%,89件
42,2800-2849,12926円,27分,163.7%,89件
43,2850-2899,13212円,26分,167.4%,92件
44,2900-2949,14114円,24分,179.1%,65件
