,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,3379円,139分,103.2%,781件
1,650-699,2819円,140分,102.7%,1063件
2,700-749,3473円,136分,103.4%,940件
3,750-799,3491円,134分,103.5%,846件
4,800-849,3984円,131分,104.1%,754件
5,850-899,3878円,131分,104%,675件
6,900-949,3430円,130分,103.5%,630件
7,950-999,4145円,125分,104.4%,620件
8,1000-1049,3925円,125分,104.2%,529件
9,1050-1099,4757円,122分,105.2%,501件
10,1100-1149,4659円,120分,105.2%,444件
11,1150-1199,5232円,117分,105.9%,454件
12,1200-1249,4828円,114分,105.7%,808件
13,1250-1299,4900円,111分,105.9%,439件
14,1300-1349,5483円,107分,106.8%,473件
15,1350-1399,5754円,106分,107.3%,445件
16,1400-1449,5752円,103分,107.4%,382件
17,1450-1499,4980円,102分,106.5%,376件
18,1500-1549,5915円,98分,108.1%,363件
19,1550-1599,6287円,96分,108.7%,338件
20,1600-1649,6381円,92分,109.2%,289件
21,1650-1699,6986円,89分,110.4%,296件
22,1700-1749,6442円,88分,109.8%,297件
23,1750-1799,7274円,85分,111.5%,335件
24,1800-1849,7143円,80分,111.9%,306件
25,1850-1899,6552円,80分,110.9%,300件
26,1900-1949,7897円,75分,114%,272件
27,1950-1999,7984円,74分,114.4%,256件
28,2000-2049,7429円,71分,114%,231件
29,2050-2099,8649円,68分,117.1%,264件
30,2100-2149,8954円,65分,118.4%,232件
31,2150-2199,8446円,58分,119.3%,240件
32,2200-2249,8626円,54分,121.2%,215件
33,2250-2299,8808円,49分,123.9%,228件
34,2300-2349,9889円,43分,130.6%,221件
35,2350-2399,9445円,41分,131.1%,203件
36,2400-2449,9278円,39分,131.8%,235件
37,2450-2499,9856円,38分,134.9%,215件
38,2500-2549,9405円,39分,132.5%,198件
39,2550-2599,10667円,35分,140.9%,216件
40,2600-2649,10312円,35分,139.8%,179件
41,2650-2699,11145円,32分,146%,204件
42,2700-2749,11273円,32分,147%,175件
43,2750-2799,11560円,30分,151.3%,171件
44,2800-2849,12756円,28分,161%,171件
45,2850-2899,12933円,25分,170.2%,180件
46,2900-2949,13185円,21分,181.9%,133件
