,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,-456円,140分,99.6%,53件
1,700-749,367円,137分,100.4%,68件
2,750-799,-60円,131分,99.9%,96件
3,800-849,1264円,134分,101.3%,92件
4,850-899,-45円,129分,100%,96件
5,900-949,1171円,129分,101.2%,114件
6,950-999,-190円,128分,99.8%,133件
7,1000-1049,256円,126分,100.3%,117件
8,1050-1099,1091円,122分,101.2%,143件
9,1100-1149,1966円,118分,102.2%,176件
10,1150-1199,1282円,118分,101.5%,159件
11,1200-1249,1586円,117分,101.8%,197件
12,1250-1299,1639円,115分,101.9%,180件
13,1300-1349,2050円,109分,102.5%,209件
14,1350-1399,1113円,110分,101.3%,224件
15,1400-1449,1866円,107分,102.3%,211件
16,1450-1499,2571円,100分,103.4%,175件
17,1500-1549,1942円,104分,102.5%,185件
18,1550-1599,2975円,97分,104.1%,197件
19,1600-1649,2167円,96分,103%,199件
20,1650-1699,3824円,89分,105.7%,208件
21,1700-1749,2221円,88分,103.4%,188件
22,1750-1799,4547円,82分,107.4%,186件
23,1800-1849,4395円,83分,107.1%,185件
24,1850-1899,3669円,78分,106.2%,153件
25,1900-1949,3967円,76分,107%,169件
26,1950-1999,4657円,70分,108.8%,153件
27,2000-2049,4849円,68分,109.5%,161件
28,2050-2099,5882円,64分,112.2%,140件
29,2100-2149,6498円,61分,114.1%,137件
30,2150-2199,5773円,55分,114%,112件
31,2200-2249,5696円,55分,113.8%,120件
32,2250-2299,5916円,52分,115.3%,125件
33,2300-2349,5689円,50分,115.3%,120件
34,2350-2399,4445円,50分,111.9%,113件
35,2400-2449,7060円,43分,121.8%,112件
36,2450-2499,6694円,42分,121%,109件
37,2500-2549,6988円,42分,122.2%,106件
38,2550-2599,7350円,40分,124.6%,104件
39,2600-2649,8481円,37分,131%,92件
40,2650-2699,7899円,36分,129%,101件
41,2700-2749,8893円,35分,134%,91件
42,2750-2799,10133円,31分,144%,84件
43,2800-2849,10825円,29分,150%,65件
44,2850-2899,11783円,25分,163%,83件
45,2900-2949,12384円,25分,166.2%,72件
