,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,3585円,125分,103.8%,1672件
1,1150-1199,4154円,121分,104.6%,1710件
2,1200-1249,4831円,119分,105.4%,1539件
3,1250-1299,4168円,117分,104.7%,1573件
4,1300-1349,4721円,113分,105.6%,1592件
5,1350-1399,4142円,111分,105%,1507件
6,1400-1449,4526円,109分,105.5%,1543件
7,1450-1499,5158円,105分,106.5%,1458件
8,1500-1549,5116円,103分,106.6%,1454件
9,1550-1599,5272円,100分,107%,1335件
10,1600-1649,5285円,97分,107.3%,1347件
11,1650-1699,5578円,96分,107.8%,1269件
12,1700-1749,5031円,92分,107.3%,1261件
13,1750-1799,5508円,89分,108.3%,1192件
14,1800-1849,5684円,85分,108.9%,1204件
15,1850-1899,5537円,82分,109%,1177件
16,1900-1949,5703円,79分,109.7%,1119件
17,1950-1999,5567円,74分,110.1%,1143件
18,2000-2049,6028円,72分,111.2%,1100件
19,2050-2099,5904円,69分,111.4%,1087件
20,2100-2149,6486円,66分,113.1%,1076件
21,2150-2199,6397円,63分,113.5%,988件
22,2200-2249,6130円,59分,113.8%,970件
23,2250-2299,6573円,57分,115.4%,960件
24,2300-2349,6943円,52分,117.9%,968件
25,2350-2399,7066円,50分,119%,885件
26,2400-2449,7230円,47分,120.6%,938件
27,2450-2499,7891円,45分,123.2%,844件
28,2500-2549,8276円,44分,124.9%,826件
29,2550-2599,8758円,42分,127.6%,786件
30,2600-2649,9330円,41分,130.4%,700件
31,2650-2699,10037円,38分,135.2%,584件
32,2700-2749,10708円,36分,140.1%,514件
33,2750-2799,11383円,33分,146.7%,397件
34,2800-2849,12427円,30分,155.6%,300件
35,2850-2899,13344円,26分,167.3%,266件
36,2900-2949,14412円,24分,180.1%,182件
