,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,5216円,111分,106.3%,2128件
1,1400-1449,5351円,109分,106.5%,2150件
2,1450-1499,5225円,107分,106.5%,1995件
3,1500-1549,5518円,102分,107.2%,2020件
4,1550-1599,5887円,101分,107.8%,1925件
5,1600-1649,5288円,98分,107.2%,1894件
6,1650-1699,5767円,94分,108.2%,1804件
7,1700-1749,5861円,91分,108.6%,1804件
8,1750-1799,5384円,88分,108.2%,1732件
9,1800-1849,5587円,85分,108.8%,1697件
10,1850-1899,5892円,81分,109.7%,1721件
11,1900-1949,6234円,79分,110.5%,1624件
12,1950-1999,5854円,76分,110.3%,1619件
13,2000-2049,6469円,73分,111.8%,1587件
14,2050-2099,6401円,70分,112.2%,1463件
15,2100-2149,6198円,66分,112.4%,1448件
16,2150-2199,6899円,64分,114.4%,1441件
17,2200-2249,6757円,59分,115.2%,1422件
18,2250-2299,6769円,56分,116.1%,1324件
19,2300-2349,6927円,53分,117.6%,1348件
20,2350-2399,7329円,49分,119.8%,1247件
21,2400-2449,7748円,47分,121.9%,1269件
22,2450-2499,8046円,46分,123.4%,1190件
23,2500-2549,8749円,44分,126.5%,1088件
24,2550-2599,9104円,42分,129.2%,880件
25,2600-2649,9518円,40分,131.5%,781件
26,2650-2699,10065円,38分,135.4%,584件
27,2700-2749,11127円,36分,141.4%,481件
28,2750-2799,11656円,33分,147.4%,379件
29,2800-2849,12885円,30分,156.6%,333件
30,2850-2899,13394円,28分,164.1%,258件
31,2900-2949,14344円,25分,177.5%,177件
