,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,1939円,145分,101.8%,92件
1,700-749,1887円,140分,101.8%,103件
2,750-799,1936円,132分,102%,131件
3,800-849,963円,134分,101%,165件
4,850-899,2707円,131分,102.8%,172件
5,900-949,2149円,129分,102.2%,191件
6,950-999,2361円,125分,102.5%,223件
7,1000-1049,1866円,128分,101.9%,233件
8,1050-1099,3006円,125分,103.2%,226件
9,1100-1149,3771円,119分,104.2%,259件
10,1150-1199,1799円,123分,102%,261件
11,1200-1249,2047円,117分,102.3%,302件
12,1250-1299,3786円,114分,104.4%,293件
13,1300-1349,3868円,115分,104.5%,295件
14,1350-1399,3882円,107分,104.8%,289件
15,1400-1449,4449円,101分,105.9%,283件
16,1450-1499,3933円,101分,105.2%,275件
17,1500-1549,4333円,100分,105.8%,280件
18,1550-1599,4309円,97分,105.9%,237件
19,1600-1649,3401円,95分,104.8%,223件
20,1650-1699,4265円,92分,106.2%,233件
21,1700-1749,5036円,87分,107.7%,238件
22,1750-1799,4938円,85分,107.7%,208件
23,1800-1849,4703円,84分,107.5%,221件
24,1850-1899,5801円,81分,109.5%,229件
25,1900-1949,5588円,74分,110%,185件
26,1950-1999,6046円,76分,110.6%,175件
27,2000-2049,5480円,71分,110.4%,177件
28,2050-2099,7494円,65分,115.4%,160件
29,2100-2149,4785円,65分,109.8%,145件
30,2150-2199,7264円,59分,116.5%,131件
31,2200-2249,5728円,54分,114.1%,146件
32,2250-2299,6663円,50分,117.9%,162件
33,2300-2349,7628円,45分,122.6%,137件
34,2350-2399,7039円,46分,120.6%,128件
35,2400-2449,6863円,46分,119.9%,114件
36,2450-2499,8308円,41分,126.8%,118件
37,2500-2549,7944円,42分,125.2%,119件
38,2550-2599,8687円,39分,129.5%,105件
39,2600-2649,8958円,39分,130.7%,107件
40,2650-2699,9089円,37分,132.5%,100件
41,2700-2749,9512円,34分,137.8%,94件
42,2750-2799,10891円,32分,145.6%,125件
43,2800-2849,11557円,28分,154.9%,108件
44,2850-2899,11900円,25分,162.2%,83件
45,2900-2949,13968円,22分,183.5%,79件
