,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,6598円,107分,108.3%,14件
1,1250-1299,7686円,114分,109%,19件
2,1300-1349,9257円,100分,112.3%,25件
3,1350-1399,7899円,105分,110%,31件
4,1400-1449,9380円,97分,112.9%,16件
5,1450-1499,7318円,105分,109.3%,16件
6,1500-1549,9038円,96分,112.5%,26件
7,1550-1599,6833円,100分,109.1%,29件
8,1600-1649,9085円,91分,113.3%,42件
9,1650-1699,9590円,93分,113.8%,32件
10,1700-1749,8771円,93分,112.6%,36件
11,1750-1799,9567円,79分,116.1%,30件
12,1800-1849,9506円,81分,115.6%,36件
13,1850-1899,6503円,71分,112.1%,26件
14,1900-1949,9540円,77分,116.5%,33件
15,1950-1999,8807円,70分,116.8%,43件
16,2000-2049,10386円,69分,120.1%,37件
17,2050-2099,7952円,67分,115.7%,38件
18,2100-2149,9188円,62分,119.7%,39件
19,2150-2199,10669円,53分,126.8%,32件
20,2200-2249,9506円,52分,124.3%,35件
21,2250-2299,9785円,46分,128.2%,44件
22,2300-2349,10298円,46分,129.8%,40件
23,2350-2399,6838円,45分,120.4%,40件
24,2400-2449,8170円,41分,126.6%,31件
25,2450-2499,9509円,37分,134.2%,48件
26,2500-2549,6935円,43分,121.7%,42件
27,2550-2599,8368円,37分,130.2%,38件
28,2600-2649,9800円,34分,138.8%,31件
29,2650-2699,11490円,30分,150.9%,39件
30,2700-2749,10327円,33分,142.2%,26件
31,2750-2799,10919円,28分,151.2%,23件
32,2800-2849,11863円,27分,158.4%,32件
33,2850-2899,13385円,26分,169%,30件
34,2900-2949,13824円,24分,178.4%,21件
