,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,6023円,119分,106.7%,1095件
1,1200-1249,6006円,118分,106.8%,1041件
2,1250-1299,6909円,115分,108%,1057件
3,1300-1349,7133円,113分,108.4%,997件
4,1350-1399,6501円,111分,107.8%,1014件
5,1400-1449,6452円,108分,108%,924件
6,1450-1499,6550円,103分,108.5%,889件
7,1500-1549,7261円,102分,109.4%,858件
8,1550-1599,6275円,99分,108.4%,860件
9,1600-1649,7166円,97分,109.9%,833件
10,1650-1699,6873円,93分,109.8%,836件
11,1700-1749,7067円,90分,110.5%,778件
12,1750-1799,7712円,87分,111.8%,736件
13,1800-1849,7958円,86分,112.3%,772件
14,1850-1899,7705円,82分,112.5%,707件
15,1900-1949,7633円,79分,112.9%,714件
16,1950-1999,7885円,77分,113.7%,711件
17,2000-2049,8163円,74分,114.8%,724件
18,2050-2099,8536円,70分,116.3%,649件
19,2100-2149,8194円,64分,117%,664件
20,2150-2199,7849円,60分,117.6%,633件
21,2200-2249,8095円,54分,120%,609件
22,2250-2299,8434円,51分,121.9%,595件
23,2300-2349,8328円,48分,122.9%,573件
24,2350-2399,8459円,46分,124.8%,573件
25,2400-2449,8584円,44分,125.8%,578件
26,2450-2499,9252円,42分,129.5%,545件
27,2500-2549,9282円,41分,130.1%,521件
28,2550-2599,9470円,41分,131.1%,513件
29,2600-2649,9958円,40分,133.6%,464件
30,2650-2699,10829円,37分,139.5%,499件
31,2700-2749,11107円,35分,142.6%,462件
32,2750-2799,11657円,32分,149%,474件
33,2800-2849,12535円,30分,155.9%,432件
34,2850-2899,12226円,30分,153.7%,381件
