,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,2700円,145分,102.5%,101件
1,650-699,1652円,141分,101.6%,132件
2,700-749,2736円,139分,102.6%,129件
3,750-799,2787円,137分,102.7%,140件
4,800-849,2627円,137分,102.6%,161件
5,850-899,1963円,137分,101.9%,196件
6,900-949,2607円,133分,102.6%,189件
7,950-999,3028円,131分,103.1%,193件
8,1000-1049,4125円,125分,104.4%,260件
9,1050-1099,3607円,124分,103.9%,229件
10,1100-1149,3778円,123分,104.1%,283件
11,1150-1199,3834円,123分,104.2%,267件
12,1200-1249,3902円,117分,104.5%,305件
13,1250-1299,2989円,116分,103.4%,323件
14,1300-1349,3806円,115分,104.4%,312件
15,1350-1399,4172円,110分,105.1%,265件
16,1400-1449,3581円,112分,104.3%,278件
17,1450-1499,4247円,103分,105.5%,293件
18,1500-1549,3798円,104分,104.9%,286件
19,1550-1599,5030円,98分,106.9%,285件
20,1600-1649,4049円,94分,105.7%,275件
21,1650-1699,5896円,91分,108.6%,276件
22,1700-1749,6065円,91分,108.9%,296件
23,1750-1799,5322円,86分,108.2%,246件
24,1800-1849,5368円,84分,108.5%,252件
25,1850-1899,5738円,79分,109.7%,230件
26,1900-1949,5813円,75分,110.3%,230件
27,1950-1999,6846円,73分,112.5%,208件
28,2000-2049,6418円,71分,112.1%,201件
29,2050-2099,6458円,65分,113.3%,187件
30,2100-2149,6648円,64分,113.8%,185件
31,2150-2199,7075円,60分,115.8%,185件
32,2200-2249,6035円,59分,113.7%,175件
33,2250-2299,4473円,59分,110.1%,160件
34,2300-2349,6746円,50分,118.1%,155件
35,2350-2399,6657円,48分,118.4%,152件
36,2400-2449,7081円,45分,120.8%,152件
37,2450-2499,7473円,45分,122.1%,153件
38,2500-2549,7672円,43分,123.9%,127件
39,2550-2599,7908円,41分,125.9%,147件
40,2600-2649,8371円,41分,127.3%,121件
41,2650-2699,9706円,36分,135.9%,127件
42,2700-2749,10518円,35分,140.5%,100件
43,2750-2799,11020円,32分,145.3%,119件
44,2800-2849,11578円,32分,148.6%,104件
45,2850-2899,13007円,26分,165.7%,100件
46,2900-2949,14436円,23分,183.8%,91件
