,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,1570円,147分,101.4%,112件
1,650-699,1891円,144分,101.8%,135件
2,700-749,1761円,134分,101.7%,156件
3,750-799,151円,139分,100.1%,189件
4,800-849,2758円,134分,102.7%,210件
5,850-899,1960円,133分,102%,229件
6,900-949,2813円,127分,102.9%,272件
7,950-999,1534円,131分,101.6%,277件
8,1000-1049,2644円,128分,102.8%,269件
9,1050-1099,3359円,122分,103.7%,311件
10,1100-1149,2067円,124分,102.2%,327件
11,1150-1199,2411円,119分,102.7%,360件
12,1200-1249,3754円,114分,104.4%,353件
13,1250-1299,3808円,117分,104.3%,351件
14,1300-1349,3488円,110分,104.2%,342件
15,1350-1399,4306円,103分,105.5%,343件
16,1400-1449,3874円,105分,104.9%,330件
17,1450-1499,4085円,104分,105.3%,334件
18,1500-1549,3998円,101分,105.3%,283件
19,1550-1599,3310円,99分,104.5%,273件
20,1600-1649,4026円,96分,105.6%,274件
21,1650-1699,4596円,91分,106.7%,286件
22,1700-1749,4565円,89分,106.9%,249件
23,1750-1799,4067円,87分,106.2%,255件
24,1800-1849,4963円,86分,107.7%,263件
25,1850-1899,5293円,79分,109%,223件
26,1900-1949,5767円,80分,109.6%,199件
27,1950-1999,5621円,73分,110.3%,216件
28,2000-2049,6858円,69分,113.3%,197件
29,2050-2099,4496円,68分,108.8%,173件
30,2100-2149,6621円,62分,114.2%,162件
31,2150-2199,5667円,58分,113%,179件
32,2200-2249,6085円,55分,114.9%,184件
33,2250-2299,7280円,49分,119.7%,164件
34,2300-2349,7022円,49分,119.1%,157件
35,2350-2399,6285円,47分,117.7%,143件
36,2400-2449,7910円,43分,124.6%,140件
37,2450-2499,7008円,45分,120.6%,140件
38,2500-2549,7929円,42分,125.3%,123件
39,2550-2599,8587円,41分,128.1%,130件
40,2600-2649,8265円,40分,127.6%,114件
41,2650-2699,9302円,36分,134.7%,120件
42,2700-2749,10184円,35分,139.3%,145件
43,2750-2799,10578円,32分,144.4%,124件
44,2800-2849,11521円,29分,153.3%,110件
45,2850-2899,13202円,26分,168.7%,107件
46,2900-2949,13369円,24分,175%,102件
