,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-981円,150分,99.1%,18671件
1,400-449,-750円,151分,99.3%,5709件
2,450-499,-227円,147分,99.8%,3014件
3,500-549,-122円,145分,99.9%,2063件
4,550-599,-52円,144分,100%,1729件
5,600-649,-233円,142分,99.8%,1427件
6,650-699,93円,141分,100.1%,1407件
7,700-749,329円,137分,100.3%,1327件
8,750-799,351円,136分,100.3%,1374件
9,800-849,724円,132分,100.7%,1227件
10,850-899,447円,130分,100.5%,1245件
11,900-949,893円,128分,100.9%,1288件
12,950-999,1090円,129分,101.1%,1274件
13,1000-1049,1057円,125分,101.1%,1144件
14,1050-1099,1535円,120分,101.7%,1355件
15,1100-1149,1675円,118分,101.9%,1351件
16,1150-1199,1956円,116分,102.2%,1294件
17,1200-1249,2515円,115分,102.9%,1247件
18,1250-1299,2833円,114分,103.3%,1223件
19,1300-1349,2302円,111分,102.8%,1209件
20,1350-1399,2460円,107分,103.1%,1112件
21,1400-1449,2714円,104分,103.5%,1061件
22,1450-1499,3173円,102分,104.1%,998件
23,1500-1549,2642円,100分,103.5%,1018件
24,1550-1599,3403円,97分,104.7%,1023件
25,1600-1649,3255円,94分,104.6%,1003件
26,1650-1699,3634円,90分,105.4%,943件
27,1700-1749,3749円,88分,105.7%,864件
28,1750-1799,4085円,87分,106.3%,913件
29,1800-1849,4491円,82分,107.3%,863件
30,1850-1899,4270円,80分,107.2%,847件
31,1900-1949,4800円,77分,108.3%,867件
32,1950-1999,4845円,75分,108.6%,846件
33,2000-2049,5460円,71分,110.2%,772件
34,2050-2099,5456円,66分,111%,802件
35,2100-2149,5290円,62分,111.4%,787件
36,2150-2199,5316円,57分,112.5%,723件
37,2200-2249,5987円,54分,114.8%,719件
38,2250-2299,6144円,51分,116.1%,712件
39,2300-2349,6048円,48分,116.9%,678件
40,2350-2399,6238円,45分,118.3%,694件
41,2400-2449,6865円,43分,121.4%,652件
42,2450-2499,7006円,42分,122.5%,636件
43,2500-2549,7167円,41分,123.2%,613件
44,2550-2599,7814円,40分,126.1%,567件
45,2600-2649,8535円,37分,130.8%,609件
46,2650-2699,8670円,36分,132.2%,555件
47,2700-2749,9132円,33分,136.8%,575件
48,2750-2799,9975円,31分,142.4%,522件
49,2800-2849,9659円,32分,140.4%,461件
