,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,3985円,123分,104.3%,25件
1,950-999,4978円,129分,105.2%,28件
2,1000-1049,2951円,116分,103.4%,34件
3,1050-1099,4810円,124分,105.2%,38件
4,1100-1149,4209円,110分,105.1%,48件
5,1150-1199,6503円,112分,107.7%,39件
6,1200-1249,4908円,116分,105.7%,53件
7,1250-1299,3037円,106分,103.8%,50件
8,1300-1349,4883円,105分,106.2%,48件
9,1350-1399,6081円,102分,107.9%,65件
10,1400-1449,5195円,105分,106.6%,72件
11,1450-1499,5955円,101分,107.9%,74件
12,1500-1549,5586円,104分,107.2%,71件
13,1550-1599,4768円,97分,106.6%,83件
14,1600-1649,4936円,97分,106.8%,91件
15,1650-1699,5815円,88分,108.8%,84件
16,1700-1749,6483円,87分,109.9%,74件
17,1750-1799,5126円,90分,107.6%,82件
18,1800-1849,6672円,80分,111.1%,75件
19,1850-1899,6298円,83分,110.1%,82件
20,1900-1949,7595円,76分,113.4%,85件
21,1950-1999,5743円,73分,110.4%,75件
22,2000-2049,7352円,66分,114.8%,67件
23,2050-2099,8550円,68分,116.7%,83件
24,2100-2149,7336円,62分,115.8%,61件
25,2150-2199,5214円,60分,111.5%,62件
26,2200-2249,7375円,53分,118.7%,59件
27,2250-2299,9514円,46分,127.8%,67件
28,2300-2349,7128円,46分,120.6%,43件
29,2350-2399,8737円,41分,128.4%,48件
30,2400-2449,8828円,37分,132.1%,41件
31,2450-2499,8175円,42分,126.1%,38件
32,2500-2549,8752円,37分,131.3%,50件
33,2550-2599,9879円,36分,136.4%,53件
34,2600-2649,9975円,35分,137.8%,51件
35,2650-2699,9605円,37分,134.2%,39件
36,2700-2749,10182円,34分,140.4%,40件
37,2750-2799,10796円,31分,146.1%,45件
38,2800-2849,11205円,28分,153.6%,41件
39,2850-2899,12374円,25分,165.1%,28件
40,2900-2949,12413円,21分,180.6%,36件
