,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,7175円,123分,107.8%,600件
1,1100-1149,7738円,123分,108.4%,661件
2,1150-1199,8152円,121分,109%,632件
3,1200-1249,7316円,116分,108.4%,572件
4,1250-1299,7493円,113分,108.9%,677件
5,1300-1349,7460円,110分,109.1%,614件
6,1350-1399,8119円,107分,110.1%,621件
7,1400-1449,9265円,104分,111.9%,613件
8,1450-1499,9109円,104分,111.7%,584件
9,1500-1549,8923円,103分,111.6%,595件
10,1550-1599,8585円,97分,111.9%,577件
11,1600-1649,8131円,92分,111.8%,494件
12,1650-1699,9222円,92分,113.4%,497件
13,1700-1749,8245円,88分,112.5%,500件
14,1750-1799,9367円,85分,114.6%,488件
15,1800-1849,8710円,83分,113.9%,509件
16,1850-1899,9204円,81分,115.2%,442件
17,1900-1949,9794円,77分,116.9%,426件
18,1950-1999,9823円,75分,117.5%,448件
19,2000-2049,9868円,73分,118.1%,421件
20,2050-2099,9508円,68分,118.6%,408件
21,2100-2149,10412円,66分,121.1%,440件
22,2150-2199,10346円,63分,122.1%,407件
23,2200-2249,10526円,59分,123.9%,373件
24,2250-2299,10337円,51分,127%,367件
25,2300-2349,10097円,45分,130.1%,369件
26,2350-2399,10141円,40分,133.5%,357件
27,2400-2449,10744円,39分,136.3%,327件
28,2450-2499,10608円,38分,136.8%,352件
29,2500-2549,10525円,38分,137.1%,344件
30,2550-2599,11247円,36分,141.6%,348件
31,2600-2649,11950円,34分,146.7%,306件
32,2650-2699,12044円,34分,147.8%,302件
33,2700-2749,12354円,32分,151.7%,311件
34,2750-2799,12878円,31分,156%,285件
35,2800-2849,13931円,28分,167.5%,305件
36,2850-2899,13984円,25分,173.2%,279件
37,2900-2949,14154円,23分,183.3%,227件
