,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,3472円,145分,103.2%,342件
1,650-699,3371円,143分,103.2%,429件
2,700-749,4546円,136分,104.5%,451件
3,750-799,3743円,135分,103.7%,432件
4,800-849,3682円,135分,103.6%,455件
5,850-899,4175円,131分,104.3%,459件
6,900-949,4029円,133分,104%,476件
7,950-999,4736円,127分,105%,476件
8,1000-1049,4171円,128分,104.4%,444件
9,1050-1099,5419円,122分,105.9%,444件
10,1100-1149,4745円,123分,105.1%,543件
11,1150-1199,4967円,118分,105.6%,521件
12,1200-1249,4741円,116分,105.4%,558件
13,1250-1299,5533円,114分,106.5%,444件
14,1300-1349,4745円,108分,105.8%,467件
15,1350-1399,5394円,110分,106.5%,402件
16,1400-1449,5311円,106分,106.7%,405件
17,1450-1499,5398円,105分,106.8%,336件
18,1500-1549,5372円,99分,107.3%,329件
19,1550-1599,6369円,98分,108.7%,345件
20,1600-1649,6391円,94分,109.1%,290件
21,1650-1699,6123円,93分,108.7%,304件
22,1700-1749,6608円,89分,109.9%,324件
23,1750-1799,6315円,86分,109.8%,320件
24,1800-1849,6460円,85分,110.1%,314件
25,1850-1899,6720円,81分,111.1%,240件
26,1900-1949,6867円,77分,111.9%,255件
27,1950-1999,7602円,74分,113.7%,251件
28,2000-2049,8159円,71分,115.4%,254件
29,2050-2099,6967円,67分,113.8%,242件
30,2100-2149,7659円,64分,115.9%,230件
31,2150-2199,7790円,59分,117.7%,227件
32,2200-2249,7603円,53分,119%,232件
33,2250-2299,7736円,50分,120.8%,207件
34,2300-2349,8341円,45分,124.4%,203件
35,2350-2399,8200円,45分,124.2%,187件
36,2400-2449,8263円,43分,125.9%,187件
37,2450-2499,9297円,40分,130.7%,171件
38,2500-2549,9220円,41分,129.8%,177件
39,2550-2599,9951円,40分,133.1%,159件
40,2600-2649,10098円,39分,134.5%,164件
41,2650-2699,10274円,36分,137.7%,157件
42,2700-2749,10763円,35分,141.3%,158件
43,2750-2799,11421円,32分,147.2%,136件
44,2800-2849,12271円,30分,155.4%,125件
45,2850-2899,13071円,27分,165.2%,157件
46,2900-2949,13900円,23分,180.8%,128件
