,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,3735円,133分,103.7%,277件
1,1000-1049,4869円,130分,105%,269件
2,1050-1099,5513円,124分,105.9%,311件
3,1100-1149,4186円,126分,104.4%,327件
4,1150-1199,4464円,121分,104.9%,360件
5,1200-1249,5779円,116分,106.6%,353件
6,1250-1299,5898円,119分,106.6%,351件
7,1300-1349,5425円,112分,106.5%,342件
8,1350-1399,6171円,105分,107.8%,343件
9,1400-1449,5726円,106分,107.2%,330件
10,1450-1499,5924円,105分,107.5%,334件
11,1500-1549,5795円,102分,107.5%,283件
12,1550-1599,5012円,100分,106.7%,273件
13,1600-1649,5722円,97分,107.8%,274件
14,1650-1699,6245円,93分,109%,286件
15,1700-1749,6164円,90分,109.1%,249件
16,1750-1799,5595円,88分,108.4%,255件
17,1800-1849,6519円,87分,110%,263件
18,1850-1899,6746円,80分,111.3%,223件
19,1900-1949,7291円,81分,111.9%,199件
20,1950-1999,6960円,74分,112.6%,216件
21,2000-2049,8201円,70分,115.6%,197件
22,2050-2099,5693円,69分,111%,173件
23,2100-2149,7826円,63分,116.5%,162件
24,2150-2199,6757円,59分,115.2%,179件
25,2200-2249,7117円,56分,117.1%,184件
26,2250-2299,8274円,50分,122%,164件
27,2300-2349,7974円,50分,121.3%,157件
28,2350-2399,7181円,48分,119.9%,143件
29,2400-2449,8799円,44分,126.9%,140件
30,2450-2499,7898円,46分,122.9%,140件
31,2500-2549,8819円,43分,127.7%,123件
32,2550-2599,9477円,42分,130.4%,130件
33,2600-2649,9154円,41分,130%,114件
34,2650-2699,10192円,37分,137.2%,120件
35,2700-2749,11073円,35分,141.8%,145件
36,2750-2799,11467円,33分,147%,124件
37,2800-2849,12410円,30分,155.9%,110件
38,2850-2899,14092円,26分,171.1%,107件
39,2900-2949,14259円,25分,177.4%,102件
