,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1600-1649,8043円,96分,111.1%,18件
1,1650-1699,6281円,97分,108.7%,22件
2,1700-1749,8062円,82分,113.1%,26件
3,1750-1799,8239円,92分,112%,18件
4,1800-1849,7559円,89分,111.4%,24件
5,1850-1899,9272円,74分,116.7%,22件
6,1900-1949,8445円,71分,115.9%,23件
7,1950-1999,5286円,64分,111%,19件
8,2000-2049,8461円,69分,116.4%,20件
9,2050-2099,9187円,67分,118.4%,32件
10,2100-2149,10261円,58分,123.8%,26件
11,2150-2199,7774円,57分,118.3%,29件
12,2200-2249,8174円,51分,121.4%,26件
13,2250-2299,9069円,46分,126.3%,16件
14,2300-2349,9129円,41分,129.7%,25件
15,2350-2399,8764円,34分,134.1%,28件
16,2400-2449,8722円,39分,130%,22件
17,2450-2499,7023円,42分,122.4%,31件
18,2500-2549,6642円,43分,120.6%,20件
19,2550-2599,8542円,37分,130.4%,30件
20,2600-2649,7113円,39分,124.1%,32件
21,2650-2699,9451円,32分,139.4%,31件
22,2700-2749,9988円,30分,144.3%,21件
23,2750-2799,10482円,29分,147.4%,20件
24,2800-2849,11107円,29分,151.8%,18件
25,2850-2899,11967円,24分,166.9%,14件
26,2900-2949,12074円,21分,175.5%,17件
