,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,2734円,141分,102.6%,1513件
1,800-849,3135円,138分,103%,1385件
2,850-899,3554円,135分,103.5%,1321件
3,900-949,2982円,133分,103%,2348件
4,950-999,3106円,132分,103.1%,1355件
5,1000-1049,3081円,128分,103.2%,1408件
6,1050-1099,3526円,127分,103.7%,1223件
7,1100-1149,3882円,124分,104.2%,1105件
8,1150-1199,3779円,120分,104.2%,1078件
9,1200-1249,3715円,119分,104.1%,1066件
10,1250-1299,3283円,116分,103.8%,966件
11,1300-1349,4186円,114分,104.9%,980件
12,1350-1399,4980円,111分,106%,879件
13,1400-1449,4299円,109分,105.3%,893件
14,1450-1499,4425円,105分,105.6%,910件
15,1500-1549,4493円,102分,105.9%,885件
16,1550-1599,4655円,99分,106.3%,901件
17,1600-1649,5487円,96分,107.7%,859件
18,1650-1699,5581円,93分,108%,841件
19,1700-1749,5260円,92分,107.6%,730件
20,1750-1799,5684円,87分,108.7%,778件
21,1800-1849,5903円,87分,109.1%,729件
22,1850-1899,5509円,81分,109.1%,709件
23,1900-1949,5899円,78分,110%,684件
24,1950-1999,6024円,75分,110.7%,675件
25,2000-2049,6594円,70分,112.5%,674件
26,2050-2099,6391円,68分,112.6%,658件
27,2100-2149,5765円,63分,112.2%,663件
28,2150-2199,6414円,61分,114%,615件
29,2200-2249,6533円,58分,114.9%,623件
30,2250-2299,7027円,54分,117.3%,645件
31,2300-2349,6589円,51分,117.1%,548件
32,2350-2399,6507円,49分,117.8%,571件
33,2400-2449,7274円,47分,120.5%,546件
34,2450-2499,7840円,45分,123.4%,542件
35,2500-2549,8330円,44分,125.4%,493件
36,2550-2599,8006円,42分,125.2%,519件
37,2600-2649,9116円,40分,130.6%,452件
38,2650-2699,9799円,38分,134.5%,460件
39,2700-2749,10360円,35分,139.5%,439件
40,2750-2799,11002円,33分,143.9%,389件
41,2800-2849,12175円,30分,154.3%,304件
42,2850-2899,13055円,26分,166.9%,276件
43,2900-2949,13434円,23分,177.4%,201件
