,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1334円,146分,101.2%,20件
1,600-649,-335円,139分,99.7%,32件
2,650-699,560円,123分,100.6%,45件
3,700-749,-583円,146分,99.5%,67件
4,750-799,2226円,133分,102.2%,73件
5,800-849,-48円,136分,100%,68件
6,850-899,1687円,129分,101.7%,87件
7,900-949,415円,130分,100.4%,102件
8,950-999,354円,127分,100.4%,98件
9,1000-1049,148円,128分,100.2%,127件
10,1050-1099,1201円,128分,101.2%,134件
11,1100-1149,1619円,121分,101.8%,163件
12,1150-1199,2606円,109分,103.2%,163件
13,1200-1249,1768円,116分,102%,162件
14,1250-1299,2328円,108分,102.9%,164件
15,1300-1349,2014円,109分,102.5%,180件
16,1350-1399,1224円,109分,101.5%,198件
17,1400-1449,1601円,106分,102%,174件
18,1450-1499,2347円,102分,103.1%,204件
19,1500-1549,2027円,99分,102.7%,190件
20,1550-1599,2948円,98分,104%,204件
21,1600-1649,2928円,97分,104%,194件
22,1650-1699,3587円,92分,105.2%,176件
23,1700-1749,2438円,88分,103.7%,195件
24,1750-1799,3516円,83分,105.7%,212件
25,1800-1849,3146円,81分,105.2%,189件
26,1850-1899,4816円,79分,108.1%,192件
27,1900-1949,4561円,75分,108.1%,152件
28,1950-1999,3385円,73分,106.1%,160件
29,2000-2049,5039円,70分,109.6%,169件
30,2050-2099,5152円,68分,110.1%,148件
31,2100-2149,5537円,63分,111.7%,171件
32,2150-2199,5262円,59分,111.9%,140件
33,2200-2249,6042円,54分,114.9%,133件
34,2250-2299,5298円,53分,113.3%,138件
35,2300-2349,6072円,48分,116.7%,138件
36,2350-2399,5729円,47分,116.4%,99件
37,2400-2449,5984円,46分,117.4%,118件
38,2450-2499,6597円,43分,120.5%,114件
39,2500-2549,6049円,43分,118.9%,93件
40,2550-2599,7948円,39分,127.5%,94件
41,2600-2649,8519円,37分,131.1%,88件
42,2650-2699,9162円,34分,136.4%,91件
43,2700-2749,9092円,36分,133.7%,102件
44,2750-2799,10000円,31分,142.9%,96件
45,2800-2849,11287円,29分,151%,77件
46,2850-2899,12167円,25分,164.1%,80件
47,2900-2949,13158円,23分,175.5%,55件
