,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,2824円,134分,102.8%,34件
1,850-899,4321円,134分,104.3%,41件
2,900-949,3351円,123分,103.6%,58件
3,950-999,3771円,133分,103.8%,47件
4,1000-1049,2889円,118分,103.3%,60件
5,1050-1099,6200円,121分,106.8%,65件
6,1100-1149,3144円,122分,103.4%,81件
7,1150-1199,1971円,116分,102.3%,67件
8,1200-1249,3572円,112分,104.2%,75件
9,1250-1299,5434円,107分,106.7%,102件
10,1300-1349,4027円,112分,104.8%,96件
11,1350-1399,5067円,110分,106.1%,101件
12,1400-1449,4750円,108分,105.8%,108件
13,1450-1499,3897円,103分,105.1%,112件
14,1500-1549,4080円,103分,105.3%,133件
15,1550-1599,5027円,94分,107.1%,114件
16,1600-1649,4468円,96分,106.2%,101件
17,1650-1699,4445円,98分,106.1%,113件
18,1700-1749,6241円,87分,109.5%,109件
19,1750-1799,5375円,89分,108%,121件
20,1800-1849,6570円,81分,110.8%,117件
21,1850-1899,3554円,81分,105.8%,104件
22,1900-1949,7029円,72分,113.1%,101件
23,1950-1999,6889円,75分,112.3%,112件
24,2000-2049,6570円,67分,113.1%,84件
25,2050-2099,5968円,68分,111.8%,93件
26,2100-2149,5762円,62分,112.4%,81件
27,2150-2199,8750円,55分,121%,107件
28,2200-2249,5960円,55分,114.5%,60件
29,2250-2299,8290円,49分,122.6%,76件
30,2300-2349,7782円,43分,124.1%,65件
31,2350-2399,7368円,46分,121.5%,59件
32,2400-2449,7801円,42分,124.9%,73件
33,2450-2499,8568円,41分,128%,71件
34,2500-2549,7998円,43分,125%,72件
35,2550-2599,8453円,42分,126.8%,54件
36,2600-2649,8539円,39分,128.9%,58件
37,2650-2699,8932円,38分,131.8%,60件
38,2700-2749,9773円,34分,137.8%,57件
39,2750-2799,10272円,31分,144.7%,41件
40,2800-2849,10919円,28分,151.8%,58件
41,2850-2899,12407円,27分,162.1%,49件
42,2900-2949,13751円,21分,187.1%,42件
