,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-620円,157分,99.5%,4200件
1,350-399,-459円,156分,99.6%,3705件
2,400-449,-420円,153分,99.6%,3363件
3,450-499,-211円,152分,99.8%,3154件
4,500-549,111円,149分,100.1%,3037件
5,550-599,-158円,148分,99.9%,2669件
6,600-649,229円,145分,100.2%,2600件
7,650-699,795円,142分,100.7%,2447件
8,700-749,1039円,141分,101%,2316件
9,750-799,806円,137分,100.8%,4201件
10,800-849,914円,137分,100.9%,2416件
11,850-899,816円,135分,100.8%,2444件
12,900-949,1069円,132分,101.1%,2042件
13,950-999,1475円,130分,101.5%,1885件
14,1000-1049,1509円,127分,101.6%,1837件
15,1050-1099,1210円,126分,101.3%,1777件
16,1100-1149,1369円,123分,101.5%,1672件
17,1150-1199,1984円,119分,102.2%,1710件
18,1200-1249,2653円,118分,103%,1539件
19,1250-1299,2061円,115分,102.4%,1573件
20,1300-1349,2664円,111分,103.2%,1592件
21,1350-1399,2144円,110分,102.6%,1507件
22,1400-1449,2554円,107分,103.2%,1543件
23,1450-1499,3216円,104分,104.1%,1458件
24,1500-1549,3224円,101分,104.3%,1454件
25,1550-1599,3417円,99分,104.6%,1335件
26,1600-1649,3496円,95分,104.9%,1347件
27,1650-1699,3799円,94分,105.4%,1269件
28,1700-1749,3340円,91分,104.9%,1261件
29,1750-1799,3856円,87分,105.9%,1192件
30,1800-1849,4094円,84分,106.5%,1204件
31,1850-1899,4022円,80分,106.7%,1177件
32,1900-1949,4232円,77分,107.3%,1119件
33,1950-1999,4190円,73分,107.7%,1143件
34,2000-2049,4677円,71分,108.8%,1100件
35,2050-2099,4607円,68分,109%,1087件
36,2100-2149,5214円,65分,110.7%,1076件
37,2150-2199,5176円,62分,111.1%,988件
38,2200-2249,4995円,58分,111.4%,970件
39,2250-2299,5479円,56分,113.1%,960件
40,2300-2349,5919円,51分,115.5%,968件
41,2350-2399,6081円,49分,116.6%,885件
42,2400-2449,6257円,46分,118.1%,938件
43,2450-2499,6919円,44分,120.8%,844件
44,2500-2549,7304円,44分,122.4%,826件
45,2550-2599,7786円,41分,125%,786件
46,2600-2649,8358円,40分,127.8%,700件
47,2650-2699,9065円,37分,132.5%,584件
48,2700-2749,9736円,35分,137.4%,514件
49,2750-2799,10411円,32分,143.8%,397件
50,2800-2849,11455円,29分,152.8%,300件
51,2850-2899,12372円,26分,164.6%,266件
52,2900-2949,13440円,23分,177.5%,182件
