,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,5621円,125分,106%,23件
1,1150-1199,4907円,117分,105.6%,29件
2,1200-1249,7711円,124分,108.3%,28件
3,1250-1299,7045円,118分,108%,42件
4,1300-1349,7138円,107分,108.9%,38件
5,1350-1399,6336円,113分,107.5%,42件
6,1400-1449,5652円,104分,107.3%,51件
7,1450-1499,7358円,99分,109.9%,64件
8,1500-1549,7820円,103分,110.2%,43件
9,1550-1599,7117円,100分,109.5%,49件
10,1600-1649,5103円,94分,107.3%,50件
11,1650-1699,6067円,90分,109%,52件
12,1700-1749,7205円,89分,110.9%,61件
13,1750-1799,7303円,85分,111.5%,49件
14,1800-1849,5053円,82分,108.2%,58件
15,1850-1899,6978円,79分,111.9%,61件
16,1900-1949,6089円,71分,111.4%,42件
17,1950-1999,7400円,70分,114.1%,62件
18,2000-2049,8270円,71分,115.6%,62件
19,2050-2099,5294円,65分,110.9%,54件
20,2100-2149,7790円,61分,117%,67件
21,2150-2199,6766円,62分,114.6%,67件
22,2200-2249,6122円,54分,115.2%,61件
23,2250-2299,7457円,50分,120%,57件
24,2300-2349,7568円,50分,120.3%,58件
25,2350-2399,6677円,46分,119.3%,58件
26,2400-2449,8300円,43分,125.9%,40件
27,2450-2499,6614円,46分,119.3%,41件
28,2500-2549,7255円,44分,121.9%,47件
29,2550-2599,9871円,38分,134.6%,39件
30,2600-2649,10344円,32分,142.7%,25件
31,2650-2699,10599円,33分,143%,30件
32,2700-2749,9815円,34分,138%,29件
33,2750-2799,11078円,31分,147.4%,36件
34,2800-2849,11521円,30分,151.3%,35件
35,2850-2899,13217円,25分,170.3%,28件
36,2900-2949,13709円,22分,183.1%,18件
