,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,2128円,143分,102%,1804件
1,750-799,2633円,140分,102.5%,1665件
2,800-849,3001円,137分,102.9%,1609件
3,850-899,2660円,134分,102.7%,2851件
4,900-949,2787円,134分,102.8%,1650件
5,950-999,2686円,131分,102.7%,1700件
6,1000-1049,3092円,128分,103.2%,1464件
7,1050-1099,3311円,126分,103.5%,1312件
8,1100-1149,3348円,124分,103.6%,1278件
9,1150-1199,3096円,122分,103.4%,1249件
10,1200-1249,2832円,119分,103.2%,1139件
11,1250-1299,3733円,116分,104.3%,1174件
12,1300-1349,4505円,114分,105.3%,1067件
13,1350-1399,3936円,111分,104.7%,1093件
14,1400-1449,3999円,108分,104.9%,1084件
15,1450-1499,3957円,105分,105%,1050件
16,1500-1549,4227円,102分,105.5%,1091件
17,1550-1599,4820円,99分,106.5%,994件
18,1600-1649,5134円,96分,107.1%,1021件
19,1650-1699,4957円,95分,107%,882件
20,1700-1749,5025円,91分,107.4%,919件
21,1750-1799,5361円,89分,108%,868件
22,1800-1849,4732円,85分,107.4%,836件
23,1850-1899,5337円,82分,108.7%,826件
24,1900-1949,5712円,78分,109.8%,834件
25,1950-1999,5865円,74分,110.6%,802件
26,2000-2049,5744円,71分,110.8%,777件
27,2050-2099,5533円,67分,111.1%,805件
28,2100-2149,5822円,64分,112.1%,740件
29,2150-2199,6271円,62分,113.5%,759件
30,2200-2249,6459円,58分,114.9%,763件
31,2250-2299,6226円,55分,115.2%,648件
32,2300-2349,6148円,51分,116%,680件
33,2350-2399,6770円,49分,118.4%,661件
34,2400-2449,7280円,46分,120.9%,658件
35,2450-2499,7709円,45分,122.6%,608件
36,2500-2549,7510円,44分,122.8%,625件
37,2550-2599,8676円,41分,128.1%,572件
38,2600-2649,9222円,40分,130.9%,559件
39,2650-2699,9531円,38分,133.7%,525件
40,2700-2749,10112円,36分,137.3%,476件
41,2750-2799,11161円,32分,145.8%,386件
42,2800-2849,12075円,29分,154.9%,346件
43,2850-2899,12677円,26分,164.6%,273件
44,2900-2949,13988円,24分,179.3%,185件
