,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,2672円,136分,102.6%,60件
1,850-899,4760円,125分,105.1%,54件
2,900-949,3500円,117分,104%,66件
3,950-999,1756円,125分,101.9%,98件
4,1000-1049,3168円,126分,103.4%,105件
5,1050-1099,3918円,122分,104.3%,99件
6,1100-1149,2968円,120分,103.3%,128件
7,1150-1199,2199円,121分,102.4%,124件
8,1200-1249,4757円,116分,105.4%,136件
9,1250-1299,5321円,113分,106.3%,145件
10,1300-1349,3746円,111分,104.5%,154件
11,1350-1399,3076円,108分,103.8%,178件
12,1400-1449,5095円,103分,106.6%,171件
13,1450-1499,5147円,106分,106.5%,174件
14,1500-1549,5202円,98分,107.1%,172件
15,1550-1599,6212円,91分,109.1%,179件
16,1600-1649,6112円,91分,109%,157件
17,1650-1699,6061円,93分,108.7%,163件
18,1700-1749,6054円,86分,109.4%,142件
19,1750-1799,5225円,83分,108.3%,146件
20,1800-1849,5821円,84分,109.3%,135件
21,1850-1899,5949円,76分,110.5%,127件
22,1900-1949,5855円,75分,110.4%,117件
23,1950-1999,6284円,72分,111.6%,129件
24,2000-2049,6863円,69分,113.3%,120件
25,2050-2099,7185円,64分,114.9%,98件
26,2100-2149,8039円,66分,116.3%,109件
27,2150-2199,7169円,59分,116.2%,95件
28,2200-2249,9076円,52分,123.2%,82件
29,2250-2299,6521円,52分,116.7%,79件
30,2300-2349,7570円,46分,122.2%,71件
31,2350-2399,6718円,44分,120.5%,91件
32,2400-2449,8747円,39分,130%,96件
33,2450-2499,9075円,36分,133.2%,78件
34,2500-2549,8577円,41分,127.8%,66件
35,2550-2599,9143円,40分,130.8%,66件
36,2600-2649,10728円,35分,141%,69件
37,2650-2699,10088円,34分,140%,70件
38,2700-2749,10904円,33分,144%,61件
39,2750-2799,10917円,30分,147.8%,65件
40,2800-2849,11427円,28分,155%,56件
41,2850-2899,11288円,24分,161.7%,52件
42,2900-2949,13769円,23分,179.7%,64件
