,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,6288円,125分,106.7%,25件
1,950-999,7485円,131分,107.6%,28件
2,1000-1049,5131円,118分,105.8%,34件
3,1050-1099,7181円,126分,107.6%,38件
4,1100-1149,6322円,112分,107.5%,48件
5,1150-1199,8786円,114分,110.3%,39件
6,1200-1249,7164円,118分,108.1%,53件
7,1250-1299,4967円,108分,106.1%,50件
8,1300-1349,6887円,106分,108.6%,48件
9,1350-1399,8128円,104分,110.4%,65件
10,1400-1449,7247円,107分,109%,72件
11,1450-1499,7957円,102分,110.4%,74件
12,1500-1549,7613円,106分,109.6%,71件
13,1550-1599,6617円,99分,108.9%,83件
14,1600-1649,6819円,99分,109.2%,91件
15,1650-1699,7544円,90分,111.2%,84件
16,1700-1749,8217円,89分,112.3%,74件
17,1750-1799,6887円,92分,110%,82件
18,1800-1849,8289円,81分,113.6%,75件
19,1850-1899,7943円,84分,112.6%,82件
20,1900-1949,9209円,77分,115.9%,85件
21,1950-1999,7144円,75分,112.8%,75件
22,2000-2049,8763円,67分,117.3%,67件
23,2050-2099,10051円,70分,119.2%,83件
24,2100-2149,8657円,63分,118.3%,61件
25,2150-2199,6355円,61分,113.8%,62件
26,2200-2249,8449円,54分,121%,59件
27,2250-2299,10597円,47分,130.3%,67件
28,2300-2349,8101円,47分,122.9%,43件
29,2350-2399,9685円,42分,130.8%,48件
30,2400-2449,9757円,37分,134.7%,41件
31,2450-2499,9104円,43分,128.5%,38件
32,2500-2549,9681円,38分,133.9%,50件
33,2550-2599,10808円,37分,138.9%,53件
34,2600-2649,10904円,36分,140.4%,51件
35,2650-2699,10535円,38分,136.7%,39件
36,2700-2749,11111円,34分,143%,40件
37,2750-2799,11726円,32分,148.8%,45件
38,2800-2849,12135円,29分,156.4%,41件
39,2850-2899,13304円,26分,167.8%,28件
40,2900-2949,13342円,21分,183.3%,36件
