,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,4002円,134分,104%,131件
1,800-849,3029円,136分,103%,165件
2,850-899,4802円,133分,104.8%,172件
3,900-949,4183円,131分,104.3%,191件
4,950-999,4345円,127分,104.6%,223件
5,1000-1049,3867円,130分,104%,233件
6,1050-1099,5043円,127分,105.3%,226件
7,1100-1149,5725円,121分,106.3%,259件
8,1150-1199,3718円,124分,104%,261件
9,1200-1249,3892円,119分,104.4%,302件
10,1250-1299,5648円,115分,106.5%,293件
11,1300-1349,5780円,117分,106.6%,295件
12,1350-1399,5647円,109分,106.9%,289件
13,1400-1449,6134円,102分,108%,283件
14,1450-1499,5592円,103分,107.2%,275件
15,1500-1549,5990円,102分,107.9%,280件
16,1550-1599,5925円,99分,108%,237件
17,1600-1649,4913円,96分,106.8%,223件
18,1650-1699,5788円,94分,108.2%,233件
19,1700-1749,6507円,88分,109.8%,238件
20,1750-1799,6378円,86分,109.9%,208件
21,1800-1849,6086円,85分,109.5%,221件
22,1850-1899,7204円,82分,111.7%,229件
23,1900-1949,6872円,75分,112.1%,185件
24,1950-1999,7399円,77分,112.8%,175件
25,2000-2049,6675円,72分,112.4%,177件
26,2050-2099,8696円,66分,117.6%,160件
27,2100-2149,5841円,66分,111.8%,145件
28,2150-2199,8351円,60分,118.6%,131件
29,2200-2249,6678円,55分,116.2%,146件
30,2250-2299,7557円,51分,119.9%,162件
31,2300-2349,8489円,46分,124.7%,137件
32,2350-2399,7865円,46分,122.6%,128件
33,2400-2449,7676円,47分,121.9%,114件
34,2450-2499,9121円,42分,128.9%,118件
35,2500-2549,8758円,43分,127.3%,119件
36,2550-2599,9500円,40分,131.6%,105件
37,2600-2649,9771円,40分,132.9%,107件
38,2650-2699,9902円,38分,134.7%,100件
39,2700-2749,10326円,34分,140.1%,94件
40,2750-2799,11704円,33分,147.9%,125件
41,2800-2849,12371円,29分,157.3%,108件
42,2850-2899,12713円,26分,164.6%,83件
43,2900-2949,14782円,23分,185.6%,79件
