,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,7106円,112分,108.5%,65件
1,1400-1449,7102円,107分,108.9%,70件
2,1450-1499,6302円,102分,108.3%,64件
3,1500-1549,6940円,98分,109.4%,74件
4,1550-1599,5699円,100分,107.6%,86件
5,1600-1649,6984円,94分,109.9%,88件
6,1650-1699,7389円,94分,110.5%,107件
7,1700-1749,7272円,91分,110.7%,90件
8,1750-1799,8016円,91分,111.8%,94件
9,1800-1849,8491円,87分,113%,88件
10,1850-1899,7586円,82分,112.3%,75件
11,1900-1949,7693円,77分,113.4%,104件
12,1950-1999,7406円,76分,113%,95件
13,2000-2049,6900円,71分,113%,85件
14,2050-2099,8683円,65分,117.9%,80件
15,2100-2149,6712円,64分,113.9%,63件
16,2150-2199,6638円,63分,114%,75件
17,2200-2249,7253円,59分,116.3%,54件
18,2250-2299,6725円,57分,115.7%,54件
19,2300-2349,7574円,49分,120.5%,60件
20,2350-2399,8873円,46分,126%,62件
21,2400-2449,7969円,46分,122.9%,47件
22,2450-2499,7110円,47分,120%,49件
23,2500-2549,9333円,43分,129%,59件
24,2550-2599,9185円,42分,129.3%,47件
25,2600-2649,9637円,41分,131.7%,57件
26,2650-2699,9725円,41分,131.6%,54件
27,2700-2749,10985円,36分,140.6%,42件
28,2750-2799,12267円,33分,149.2%,39件
29,2800-2849,12273円,30分,154.9%,37件
30,2850-2899,13509円,25分,171.1%,36件
31,2900-2949,14581円,25分,178.4%,47件
