,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,7324円,130分,107.5%,33件
1,1150-1199,7123円,126分,107.6%,66件
2,1200-1249,7831円,112分,109.3%,59件
3,1250-1299,7450円,112分,108.8%,65件
4,1300-1349,6195円,111分,107.4%,67件
5,1350-1399,7436円,106分,109.3%,83件
6,1400-1449,8527円,105分,110.9%,75件
7,1450-1499,7280円,107分,109.1%,73件
8,1500-1549,6856円,98分,109.3%,83件
9,1550-1599,7033円,97分,109.6%,78件
10,1600-1649,7576円,98分,110.3%,86件
11,1650-1699,8066円,91分,111.8%,73件
12,1700-1749,6458円,87分,109.9%,90件
13,1750-1799,7322円,88分,111.1%,81件
14,1800-1849,8323円,81分,113.7%,84件
15,1850-1899,8002円,78分,113.7%,96件
16,1900-1949,8702円,78分,114.9%,97件
17,1950-1999,6107円,73分,111.1%,79件
18,2000-2049,8784円,70分,116.8%,106件
19,2050-2099,8755円,68分,117.2%,112件
20,2100-2149,6780円,63分,114.4%,87件
21,2150-2199,8264円,60分,118.5%,90件
22,2200-2249,7472円,59分,117%,80件
23,2250-2299,6835円,54分,116.9%,85件
24,2300-2349,8590円,52分,122%,65件
25,2350-2399,7492円,47分,121.4%,71件
26,2400-2449,6063円,50分,116.1%,63件
27,2450-2499,8538円,42分,126.9%,61件
28,2500-2549,10494円,36分,139.3%,43件
29,2550-2599,9696円,40分,132.7%,49件
30,2600-2649,9162円,39分,131.5%,41件
31,2650-2699,9972円,37分,136.3%,49件
32,2700-2749,10794円,35分,140.8%,61件
33,2750-2799,12180円,32分,151.5%,42件
34,2800-2849,12584円,29分,158.3%,33件
35,2850-2899,14048円,27分,168.7%,48件
36,2900-2949,14901円,24分,181.4%,44件
