,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,185円,140分,100.2%,75件
1,650-699,1400円,139分,101.3%,124件
2,700-749,1581円,137分,101.5%,252件
3,750-799,1518円,134分,101.5%,306件
4,800-849,3186円,126分,103.4%,315件
5,850-899,2185円,128分,102.3%,297件
6,900-949,2756円,125分,102.9%,340件
7,950-999,2686円,125分,102.9%,325件
8,1000-1049,2368円,126分,102.5%,331件
9,1050-1099,3544円,117分,104%,344件
10,1100-1149,3104円,119分,103.5%,322件
11,1150-1199,3814円,112分,104.5%,293件
12,1200-1249,3090円,116分,103.5%,362件
13,1250-1299,3675円,109分,104.5%,350件
14,1300-1349,4022円,108分,105%,394件
15,1350-1399,4203円,107分,105.2%,296件
16,1400-1449,3947円,101分,105.2%,328件
17,1450-1499,4961円,103分,106.4%,262件
18,1500-1549,4446円,97分,106.1%,279件
19,1550-1599,4958円,97分,106.8%,249件
20,1600-1649,4365円,89分,106.5%,232件
21,1650-1699,5730円,89分,108.5%,238件
22,1700-1749,5603円,87分,108.6%,199件
23,1750-1799,5715円,84分,109.1%,220件
24,1800-1849,6945円,79分,111.7%,234件
25,1850-1899,5739円,78分,109.8%,231件
26,1900-1949,6188円,77分,110.7%,217件
27,1950-1999,6237円,74分,111.2%,168件
28,2000-2049,6529円,69分,112.6%,182件
29,2050-2099,7533円,65分,115.4%,168件
30,2100-2149,7973円,63分,117%,180件
31,2150-2199,6709円,59分,115.1%,167件
32,2200-2249,7894円,55分,119.3%,169件
33,2250-2299,7723円,48分,121.5%,166件
34,2300-2349,7343円,44分,122.2%,164件
35,2350-2399,8490円,40分,128.3%,146件
36,2400-2449,9215円,38分,132.3%,145件
37,2450-2499,9086円,38分,131.9%,129件
38,2500-2549,8466円,39分,129.3%,126件
39,2550-2599,9471円,36分,135.5%,105件
40,2600-2649,9959円,36分,137.3%,120件
41,2650-2699,11060円,34分,143.7%,117件
42,2700-2749,10700円,34分,142.3%,113件
43,2750-2799,11289円,29分,151.9%,113件
44,2800-2849,11541円,29分,153.9%,111件
45,2850-2899,12517円,26分,163.9%,91件
46,2900-2949,13159円,22分,180.1%,74件
