,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,4749円,132分,104.8%,756件
1,950-999,3695円,132分,103.7%,903件
2,1000-1049,4366円,125分,104.6%,896件
3,1050-1099,4191円,126分,104.5%,944件
4,1100-1149,4751円,123分,105.2%,805件
5,1150-1199,4613円,118分,105.2%,809件
6,1200-1249,4646円,120分,105.2%,736件
7,1250-1299,5231円,116分,106%,713件
8,1300-1349,5322円,115分,106.2%,628件
9,1350-1399,4506円,110分,105.5%,578件
10,1400-1449,4949円,106分,106.2%,586件
11,1450-1499,5858円,105分,107.4%,537件
12,1500-1549,4926円,104分,106.3%,507件
13,1550-1599,5629円,100分,107.5%,556件
14,1600-1649,5691円,96分,107.9%,532件
15,1650-1699,5660円,93分,108.1%,526件
16,1700-1749,6447円,92分,109.4%,430件
17,1750-1799,6255円,88分,109.5%,447件
18,1800-1849,6699円,85分,110.5%,442件
19,1850-1899,6314円,82分,110.3%,432件
20,1900-1949,6112円,78分,110.5%,423件
21,1950-1999,6884円,74分,112.4%,392件
22,2000-2049,6836円,72分,112.7%,376件
23,2050-2099,6398円,66分,112.9%,377件
24,2100-2149,6664円,64分,113.9%,355件
25,2150-2199,6677円,59分,115%,351件
26,2200-2249,7237円,57分,116.8%,329件
27,2250-2299,6955円,54分,117.2%,320件
28,2300-2349,7586円,49分,120.5%,318件
29,2350-2399,7864円,47分,122.2%,312件
30,2400-2449,8127円,47分,123.3%,276件
31,2450-2499,8093円,45分,123.8%,269件
32,2500-2549,8196円,44分,125.1%,264件
33,2550-2599,9351円,41分,130.6%,286件
34,2600-2649,9252円,40分,130.9%,241件
35,2650-2699,10307円,37分,137.1%,232件
36,2700-2749,10791円,35分,141%,269件
37,2750-2799,11584円,33分,147.3%,236件
38,2800-2849,12116円,29分,155.2%,250件
39,2850-2899,13248円,27分,166%,210件
40,2900-2949,13918円,23分,180.4%,197件
