,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,5596円,106分,107.1%,2848件
1,1500-1549,5523円,102分,107.2%,2757件
2,1550-1599,5576円,100分,107.5%,2703件
3,1600-1649,5794円,97分,108%,2702件
4,1650-1699,5742円,94分,108.2%,2601件
5,1700-1749,5979円,91分,108.7%,2467件
6,1750-1799,5653円,88分,108.5%,2518件
7,1800-1849,6058円,84分,109.6%,2481件
8,1850-1899,5581円,81分,109.2%,2235件
9,1900-1949,6356円,78分,110.9%,2334件
10,1950-1999,6534円,75分,111.6%,2223件
11,2000-2049,6316円,72分,111.7%,2159件
12,2050-2099,6301円,69分,112.2%,2119件
13,2100-2149,6409円,66分,113%,2076件
14,2150-2199,6436円,62分,113.8%,1990件
15,2200-2249,6644円,59分,115%,1918件
16,2250-2299,7253円,55分,117.7%,1923件
17,2300-2349,7007円,53分,117.8%,1866件
18,2350-2399,7282円,49分,120%,1784件
19,2400-2449,7627円,46分,121.9%,1814件
20,2450-2499,8083円,45分,123.8%,1732件
21,2500-2549,7905円,45分,123.4%,1450件
