,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,5448円,109分,106.7%,1084件
1,1450-1499,5367円,106分,106.8%,1050件
2,1500-1549,5611円,103分,107.2%,1091件
3,1550-1599,6195円,100分,108.2%,994件
4,1600-1649,6468円,97分,108.9%,1021件
5,1650-1699,6270円,96分,108.7%,882件
6,1700-1749,6284円,92分,109.1%,919件
7,1750-1799,6616円,91分,109.7%,868件
8,1800-1849,5904円,86分,109.1%,836件
9,1850-1899,6485円,83分,110.5%,826件
10,1900-1949,6810円,79分,111.5%,834件
11,1950-1999,6917円,75分,112.3%,802件
12,2000-2049,6754円,72分,112.5%,777件
13,2050-2099,6468円,67分,112.8%,805件
14,2100-2149,6726円,65分,113.8%,740件
15,2150-2199,7164円,63分,115.2%,759件
16,2200-2249,7298円,59分,116.6%,763件
17,2250-2299,7026円,55分,116.9%,648件
18,2300-2349,6890円,52分,117.8%,680件
19,2350-2399,7487円,50分,120.1%,661件
20,2400-2449,7993円,47分,122.7%,658件
21,2450-2499,8422円,46分,124.4%,608件
22,2500-2549,8223円,45分,124.6%,625件
23,2550-2599,9389円,42分,130%,572件
24,2600-2649,9935円,40分,132.7%,559件
25,2650-2699,10244円,38分,135.6%,525件
26,2700-2749,10825円,37分,139.2%,476件
27,2750-2799,11874円,33分,147.8%,386件
28,2800-2849,12788円,30分,157%,346件
29,2850-2899,13390円,27分,166.6%,273件
30,2900-2949,14700円,24分,181.1%,185件
