,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,726円,146分,100.7%,112件
1,650-699,1047円,143分,101%,135件
2,700-749,981円,134分,101%,156件
3,750-799,-629円,138分,99.4%,189件
4,800-849,1961円,133分,102%,210件
5,850-899,1183円,133分,101.2%,229件
6,900-949,2056円,127分,102.2%,272件
7,950-999,780円,130分,100.8%,277件
8,1000-1049,1882円,127分,102%,269件
9,1050-1099,2621円,122分,102.9%,311件
10,1100-1149,1341円,124分,101.4%,327件
11,1150-1199,1708円,118分,101.9%,360件
12,1200-1249,3060円,114分,103.6%,353件
13,1250-1299,3091円,116分,103.5%,351件
14,1300-1349,2824円,110分,103.4%,342件
15,1350-1399,3667円,103分,104.8%,343件
16,1400-1449,3240円,104分,104.1%,330件
17,1450-1499,3454円,103分,104.5%,334件
18,1500-1549,3383円,100分,104.5%,283件
19,1550-1599,2727円,98分,103.7%,273件
20,1600-1649,3445円,95分,104.8%,274件
21,1650-1699,4031円,91分,105.9%,286件
22,1700-1749,4017円,88分,106.1%,249件
23,1750-1799,3544円,87分,105.5%,255件
24,1800-1849,4430円,85分,106.9%,263件
25,1850-1899,4795円,78分,108.2%,223件
26,1900-1949,5244円,80分,108.8%,199件
27,1950-1999,5162円,72分,109.5%,216件
28,2000-2049,6399円,69分,112.4%,197件
29,2050-2099,4085円,68分,108%,173件
30,2100-2149,6209円,62分,113.4%,162件
31,2150-2199,5294円,58分,112.2%,179件
32,2200-2249,5732円,54分,114.1%,184件
33,2250-2299,6940円,49分,118.9%,164件
34,2300-2349,6695円,49分,118.3%,157件
35,2350-2399,5978円,47分,117%,143件
36,2400-2449,7605円,43分,123.8%,140件
37,2450-2499,6703円,45分,119.9%,140件
38,2500-2549,7624円,41分,124.5%,123件
39,2550-2599,8282円,41分,127.3%,130件
40,2600-2649,7960円,40分,126.8%,114件
41,2650-2699,8997円,35分,133.8%,120件
42,2700-2749,9879円,34分,138.5%,145件
43,2750-2799,10273円,32分,143.5%,124件
44,2800-2849,11216円,29分,152.4%,110件
45,2850-2899,12897円,25分,167.8%,107件
46,2900-2949,13064円,24分,174.1%,102件
