,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,6284円,105分,107.9%,110件
1,1450-1499,5207円,106分,106.6%,131件
2,1500-1549,5986円,103分,107.8%,113件
3,1550-1599,6214円,98分,108.4%,144件
4,1600-1649,6734円,95分,109.4%,130件
5,1650-1699,7180円,95分,110.1%,138件
6,1700-1749,7796円,95分,110.9%,127件
7,1750-1799,7049円,88分,110.7%,113件
8,1800-1849,6515円,84分,110.3%,144件
9,1850-1899,6773円,79分,111.4%,139件
10,1900-1949,6058円,79分,110.2%,125件
11,1950-1999,8295円,75分,114.8%,126件
12,2000-2049,6886円,71分,113%,93件
13,2050-2099,5240円,70分,109.9%,98件
14,2100-2149,7354円,69分,114.1%,90件
15,2150-2199,8158円,64分,117%,91件
16,2200-2249,7837円,56分,118.6%,106件
17,2250-2299,8366円,53分,121%,87件
18,2300-2349,8398円,49分,123.1%,83件
19,2350-2399,7558円,48分,121%,86件
20,2400-2449,8492円,45分,124.9%,81件
21,2450-2499,7933円,44分,123.8%,64件
22,2500-2549,8412円,45分,125.1%,80件
23,2550-2599,8824円,44分,126.8%,76件
24,2600-2649,9560円,40分,132%,66件
25,2650-2699,10826円,38分,137.7%,60件
26,2700-2749,10689円,36分,139.8%,51件
27,2750-2799,12047円,32分,150.4%,54件
28,2800-2849,12750円,31分,154.6%,74件
29,2850-2899,13313円,27分,164.6%,63件
30,2900-2949,14963円,24分,183.4%,47件
