,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1655円,141分,101.6%,256件
1,550-599,686円,146分,100.6%,410件
2,600-649,426円,143分,100.4%,491件
3,650-699,1768円,136分,101.7%,535件
4,700-749,905円,136分,100.9%,520件
5,750-799,901円,134分,100.9%,542件
6,800-849,1562円,133分,101.6%,550件
7,850-899,1157円,134分,101.2%,570件
8,900-949,1887円,128分,102%,565件
9,950-999,1680円,127分,101.8%,548件
10,1000-1049,2755円,122分,103%,525件
11,1050-1099,1652円,126分,101.8%,640件
12,1100-1149,2136円,118分,102.4%,617件
13,1150-1199,2238円,118分,102.5%,666件
14,1200-1249,3069円,116分,103.5%,554件
15,1250-1299,2671円,110分,103.2%,571件
16,1300-1349,2988円,112分,103.6%,508件
17,1350-1399,2996円,108分,103.7%,487件
18,1400-1449,3259円,107分,104.1%,413件
19,1450-1499,3053円,101分,104%,400件
20,1500-1549,3754円,99分,105%,416件
21,1550-1599,3977円,97分,105.5%,346件
22,1600-1649,3794円,95分,105.3%,366件
23,1650-1699,4330円,92分,106.3%,393件
24,1700-1749,4563円,87分,107%,373件
25,1750-1799,4611円,86分,107.1%,374件
26,1800-1849,4922円,83分,108%,286件
27,1850-1899,5084円,79分,108.5%,307件
28,1900-1949,5568円,76分,109.8%,292件
29,1950-1999,6053円,72分,111.1%,302件
30,2000-2049,5123円,69分,109.9%,292件
31,2050-2099,5965円,66分,112%,267件
32,2100-2149,5947円,62分,112.8%,273件
33,2150-2199,6053円,57分,114.2%,273件
34,2200-2249,6055円,54分,114.9%,246件
35,2250-2299,6731円,49分,118.4%,243件
36,2300-2349,6936円,49分,119%,235件
37,2350-2399,6507円,45分,119.1%,220件
38,2400-2449,7457円,42分,123.6%,204件
39,2450-2499,7526円,43分,123.3%,208件
40,2500-2549,8125円,42分,125.8%,195件
41,2550-2599,8432円,41分,127.8%,188件
42,2600-2649,8507円,38分,129.7%,192件
43,2650-2699,9158円,37分,133.4%,192件
44,2700-2749,9700円,34分,138.4%,176件
45,2750-2799,10502円,31分,144.5%,154件
46,2800-2849,11189円,29分,151.9%,187件
47,2850-2899,12122円,26分,162.9%,162件
48,2900-2949,12875円,22分,179.7%,156件
