,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-3505円,162分,97.1%,16851件
1,150-199,-3099円,161分,97.4%,8950件
2,200-249,-2838円,157分,97.6%,6231件
3,250-299,-2631円,152分,97.7%,4993件
4,300-349,-2505円,153分,97.8%,4300件
5,350-399,-2188円,152分,98.1%,4241件
6,400-449,-2044円,149分,98.2%,4097件
7,450-499,-2044円,147分,98.1%,4002件
8,500-549,-1607円,144分,98.5%,3908件
9,550-599,-1501円,143分,98.6%,3888件
10,600-649,-1363円,140分,98.7%,3853件
11,650-699,-1293円,140分,98.8%,3800件
12,700-749,-1095円,137分,98.9%,3688件
13,750-799,-1113円,134分,98.9%,4001件
14,800-849,-672円,132分,99.3%,4159件
15,850-899,-596円,130分,99.4%,3906件
16,900-949,-137円,127分,99.9%,3828件
17,950-999,-237円,126分,99.8%,3613件
18,1000-1049,-226円,124分,99.8%,3625件
19,1050-1099,152円,120分,100.2%,3418件
20,1100-1149,286円,118分,100.3%,3323件
21,1150-1199,514円,116分,100.6%,3214件
22,1200-1249,717円,114分,100.8%,3091件
23,1250-1299,804円,111分,101%,3074件
24,1300-1349,786円,109分,101%,3039件
25,1350-1399,1235円,105分,101.6%,2937件
26,1400-1449,1306円,104分,101.7%,2891件
27,1450-1499,1619円,102分,102.1%,2848件
28,1500-1549,1696円,99分,102.3%,2757件
29,1550-1599,1823円,96分,102.5%,2703件
30,1600-1649,2129円,93分,103%,2702件
31,1650-1699,2203円,91分,103.2%,2601件
32,1700-1749,2507円,88分,103.8%,2467件
33,1750-1799,2322円,85分,103.6%,2518件
34,1800-1849,2831円,81分,104.6%,2481件
35,1850-1899,2517円,78分,104.3%,2235件
36,1900-1949,3349円,75分,106%,2334件
37,1950-1999,3609円,73分,106.6%,2223件
38,2000-2049,3520円,69分,106.8%,2159件
39,2050-2099,3633円,66分,107.3%,2119件
40,2100-2149,3830円,64分,108%,2076件
41,2150-2199,3991円,60分,108.9%,1990件
42,2200-2249,4310円,57分,110.1%,1918件
43,2250-2299,5027円,53分,112.7%,1923件
44,2300-2349,4870円,51分,112.8%,1866件
45,2350-2399,5254円,47分,115%,1784件
46,2400-2449,5634円,45分,116.8%,1814件
47,2450-2499,6091円,43分,118.7%,1732件
48,2500-2549,6038円,43分,118.6%,1450件
